1154613985575	0	1	 study 	1154613979819	1	1	2	CHARLES
1154613992003	0	2	 study 	1154613986601	1	1	1	JOE
1154613998402	0	3	 study 	1154613993032	1	1	5	DAVE
1154614004894	0	4	 study 	1154613999430	1	1	0	JOHN
1154614011391	0	5	 study 	1154614005927	1	1	11	DAN
1154614017889	0	6	 study 	1154614012409	1	1	15	KEN
1154614024392	0	7	 study 	1154614018906	1	1	9	MIKE
1154614031040	0	8	 study 	1154614025421	1	1	12	GEORGE
3143413413413	0	-99	 record	1154614035803	1	1	-99			
1154614041833	0	1	 test 	1154614036833	1	1	9	MIKE
1154614047865	0	2	 test 	1154614042865	1	1	1	JOE
1154614053896	0	3	 test 	1154614048896	1	1	5	DAVE
1154614059927	0	4	 test 	1154614054927	1	1	12	GEORGE
1154614065959	0	5	 test 	1154614060959	1	1	2	CHARLES
1154614071990	0	6	 test 	1154614066990	1	1	15	KEN
1154614078022	0	7	 test 	1154614073022	1	1	11	DAN
1154614084054	0	8	 test 	1154614079054	1	1	0	JOHN
1154614099399	0	1	 study 	1154614093781	1	2	12	GEORGE
1154614105916	0	2	 study 	1154614100430	1	2	9	MIKE
1154614112425	0	3	 study 	1154614106943	1	2	15	KEN
1154614119198	0	4	 study 	1154614113442	1	2	2	CHARLES
1154614125593	0	5	 study 	1154614120223	1	2	5	DAVE
1154614132024	0	6	 study 	1154614126621	1	2	1	JOE
1154614138516	0	7	 study 	1154614133053	1	2	11	DAN
1154614144998	0	8	 study 	1154614139534	1	2	0	JOHN
2342342342344	0	-99	 record	1154614146600	1	2	-99		
1154614152631	0	1	 test 	1154614147631	1	2	2	CHARLES
1154614158662	0	2	 test 	1154614153662	1	2	11	DAN
1154614164694	0	3	 test 	1154614159694	1	2	15	KEN
1154614170725	0	4	 test 	1154614165725	1	2	0	JOHN
1154614176756	0	5	 test 	1154614171756	1	2	9	MIKE
1154614182787	0	6	 test 	1154614177787	1	2	12	GEORGE
1154614188818	0	7	 test 	1154614183818	1	2	5	DAVE
1154614194849	0	8	 test 	1154614189849	1	2	1	JOE
1154614203443	0	1	 study 	1154614197980	1	3	0	JOHN
1154614209865	0	2	 study 	1154614204462	1	3	1	JOE
1154614216378	0	3	 study 	1154614210892	1	3	9	MIKE
1154614222871	0	4	 study 	1154614217408	1	3	11	DAN
1154614229258	0	5	 study 	1154614223888	1	3	5	DAVE
1154614236043	0	6	 study 	1154614230287	1	3	2	CHARLES
1154614242686	0	7	 study 	1154614237068	1	3	12	GEORGE
1154614249195	0	8	 study 	1154614243716	1	3	15	KEN
3423342342344	0	-99	 record	1154614250798	1	3	-99		
1154614256829	0	1	 test 	1154614251829	1	3	11	DAN
1154614262860	0	2	 test 	1154614257860	1	3	1	JOE
1154614268891	0	3	 test 	1154614263891	1	3	9	MIKE
