1171046749003	0	B	Logging Begins
1171046749003	0	INSTRUCTIONSTART	JointRoller	/Library/Frameworks/Python.framework/Versions/2.4/lib/python2.4/site-packages/pyepl/resources/vera.ttf	64	(0, 0, 0)	'In the following experiment, your memory for associating names with faces will be tested.  The task is difficult and requires concentration, so if you need a break at any time let the experimenter know.\n\nSixteen faces will be presented on the screen, consecutively, accompanied by their names.  A woman\'s voice will also speak the name when the face appears on the screen.  After five seconds, the face will disappear from the screen, a star (*) will flash on the screen for one second, and then the next face and name will appear.\n\nAfter you have seen all sixteen faces and names, you will be prompted to press any key in order to move on to a testing period.  During each trial of the testing period, you will see a face with name underneath it.  You will have to decide whether or not the name is paired with the appropriate face.  \n\nYou will respond on the keyboard, with a confidence judgment between 1 and 6.  A judgment of 1 indicates that you are near certain that the name given is incorrectly paired with the face, a judgment of 2 indicates moderate confidence, and a judgment of 3 indicates that you think the name is incorrectly paired with the face, but are quite unsure.  A judgment of 6 indicates that you are near certain that the name given is correctly paired with the face, a judgment of 5 indicates moderate confidence, and a judgment of 4 indicates that you think the name is correctly paired with the face, but are quite unsure.\n\nYou should rest your fingers on the bottom row of the keyboard.  "Z", "X", and  "C" will correspond to confidence judgments of 1, 2, and 3, respectively.  ",", ".", and "/" will correspond to confidence judgments of 4, 5, and 6, respectively.\n\nAfter five seconds the name and face will disappear from the screen, a star will flash on the screen for one second, and then the next name and face pair will appear on the screen.  You will see sixteen name-face pairs per test period.  You should try to reply as quickly and accurately as you can.\n\nThere will be ten study periods and ten test periods, alternating.  Each face will have the same name over the entire course of the experiment, so your task is to try and learn the faces\' names as quickly and accurately as possible.\n\nDo you have any questions?\n\nPress <ENTER> to continue.\n'
1171046749086	1	INSTRUCTIONSCROLL	0
1171046750716	1	INSTRUCTIONSCROLL	1
1171046750733	1	INSTRUCTIONSCROLL	2
1171046750749	1	INSTRUCTIONSCROLL	6
1171046750899	1	INSTRUCTIONSCROLL	7
1171046750916	1	INSTRUCTIONSCROLL	10
1171046750933	1	INSTRUCTIONSCROLL	14
1171046751084	1	INSTRUCTIONSCROLL	15
1171046751100	1	INSTRUCTIONSCROLL	18
1171046751117	1	INSTRUCTIONSCROLL	21
1171046751134	1	INSTRUCTIONSCROLL	24
1171046751283	1	INSTRUCTIONSCROLL	23
1171046751300	1	INSTRUCTIONSCROLL	20
1171046751317	1	INSTRUCTIONSCROLL	17
1171046751334	1	INSTRUCTIONSCROLL	14
1171046751450	1	INSTRUCTIONSCROLL	13
1171046751467	1	INSTRUCTIONSCROLL	10
1171046751483	1	INSTRUCTIONSCROLL	6
1171046751599	1	INSTRUCTIONSCROLL	5
1171046751616	1	INSTRUCTIONSCROLL	4
1171046751632	1	INSTRUCTIONSCROLL	1
1171046751649	1	INSTRUCTIONSCROLL	0
1171046766245	1	INSTRUCTIONSCROLL	1
1171046766262	1	INSTRUCTIONSCROLL	4
1171046766279	1	INSTRUCTIONSCROLL	8
1171046766295	1	INSTRUCTIONSCROLL	11
1171046766312	1	INSTRUCTIONSCROLL	14
1171046766329	1	INSTRUCTIONSCROLL	18
1171046766644	1	INSTRUCTIONSCROLL	19
1171046766661	1	INSTRUCTIONSCROLL	22
1171046766678	1	INSTRUCTIONSCROLL	25
1171046766694	1	INSTRUCTIONSCROLL	29
