1159391920159	0	B	Logging Begins
1159391920160	0	INSTRUCTIONSTART	JointRoller	/Library/Frameworks/Python.framework/Versions/2.4/lib/python2.4/site-packages/pyepl/resources/vera.ttf	51	(0, 0, 0)	"This study will analyze your memory for face items. A star (*) will be\nshown to warn you that the trial is about to begin.  After the study\nitem you see a probe, and you are asked to indicate whether the probe\nis identical to the study item. If you think the probe is identical,\npress the '/' key to indicate YES, otherwise press the '.' key to\nindicate NO.\n\nRESPOND AS QUICKLY AS YOU CAN WITHOUT COMPROMISING YOUR ACCURACY.\n\nPlease try not to move. You can move and blink between trials, when it\nis indicated on the screen. You will do two blocks, each consisting of\n32 trials.\n\nLet's proceed!\n\n"
1159391920203	1	INSTRUCTIONSCROLL	0
1159392094152	1	INSTRUCTIONSCROLL	2
1159392094169	1	INSTRUCTIONSCROLL	4
1159392094186	1	INSTRUCTIONSCROLL	7
1159392094202	1	INSTRUCTIONSCROLL	10
1159392094219	1	INSTRUCTIONSCROLL	14
1159392094236	1	INSTRUCTIONSCROLL	17
1159392094252	1	INSTRUCTIONSCROLL	20
1159392094519	1	INSTRUCTIONSCROLL	21
1159392094536	1	INSTRUCTIONSCROLL	24
1159392094552	1	INSTRUCTIONSCROLL	28
1159392094569	1	INSTRUCTIONSCROLL	31
1159392094585	1	INSTRUCTIONSCROLL	34
1159392094601	1	INSTRUCTIONSCROLL	37
1159392094618	1	INSTRUCTIONSCROLL	41
1159392094634	1	INSTRUCTIONSCROLL	46
1159392094651	1	INSTRUCTIONSCROLL	47
1159392094668	1	INSTRUCTIONSCROLL	51
1159392094684	1	INSTRUCTIONSCROLL	54
1159392094701	1	INSTRUCTIONSCROLL	57
1159392094718	1	INSTRUCTIONSCROLL	61
1159392094734	1	INSTRUCTIONSCROLL	64
1159392094751	1	INSTRUCTIONSCROLL	67
1159392094768	1	INSTRUCTIONSCROLL	71
1159392094784	1	INSTRUCTIONSCROLL	74
1159392094801	1	INSTRUCTIONSCROLL	77
1159392094818	1	INSTRUCTIONSCROLL	81
1159392094834	1	INSTRUCTIONSCROLL	84
1159392094851	1	INSTRUCTIONSCROLL	87
1159392094868	1	INSTRUCTIONSCROLL	91
1159392094884	1	INSTRUCTIONSCROLL	94
1159392094901	1	INSTRUCTIONSCROLL	97
1159392094918	1	INSTRUCTIONSCROLL	101
1159392094934	1	INSTRUCTIONSCROLL	104
1159392094951	1	INSTRUCTIONSCROLL	107
1159392094968	1	INSTRUCTIONSCROLL	111
1159392094984	1	INSTRUCTIONSCROLL	114
1159392095002	1	INSTRUCTIONSCROLL	117
1159392095019	1	INSTRUCTIONSCROLL	121
1159392095035	1	INSTRUCTIONSCROLL	124
1159392095052	1	INSTRUCTIONSCROLL	128
1159392095069	1	INSTRUCTIONSCROLL	131
1159392095085	1	INSTRUCTIONSCROLL	134
1159392095102	1	INSTRUCTIONSCROLL	138
1159392095119	1	INSTRUCTIONSCROLL	141
1159392095135	1	INSTRUCTIONSCROLL	144
1159392095152	1	INSTRUCTIONSCROLL	148
1159392095169	1	INSTRUCTIONSCROLL	151
1159392095185	1	INSTRUCTIONSCROLL	154
1159392095202	1	INSTRUCTIONSCROLL	158
1159392095219	1	INSTRUCTIONSCROLL	161
1159392095235	1	INSTRUCTIONSCROLL	164
1159392095252	1	INSTRUCTIONSCROLL	168
1159392095269	1	INSTRUCTIONSCROLL	171
1159392095285	1	INSTRUCTIONSCROLL	174
1159392095302	1	INSTRUCTIONSCROLL	178
1159392095319	1	INSTRUCTIONSCROLL	181
1159392095335	1	INSTRUCTIONSCROLL	184
1159392095352	1	INSTRUCTIONSCROLL	188
1159392095369	1	INSTRUCTIONSCROLL	191
1159392095385	1	INSTRUCTIONSCROLL	194
1159392095402	1	INSTRUCTIONSCROLL	198
1159392095419	1	INSTRUCTIONSCROLL	201
1159392095435	1	INSTRUCTIONSCROLL	204
1159392095452	1	INSTRUCTIONSCROLL	208
1159392095469	1	INSTRUCTIONSCROLL	211
1159392095485	1	INSTRUCTIONSCROLL	214
1159392095519	1	INSTRUCTIONSCROLL	220
1159392095535	1	INSTRUCTIONSCROLL	224
1159392095552	1	INSTRUCTIONSCROLL	228
1159392095569	1	INSTRUCTIONSCROLL	231
1159392095584	1	INSTRUCTIONSCROLL	234
1159392095601	1	INSTRUCTIONSCROLL	237
1159392095618	1	INSTRUCTIONSCROLL	241
1159392095634	1	INSTRUCTIONSCROLL	244
1159392095651	1	INSTRUCTIONSCROLL	247
1159392130457	1	INSTRUCTIONSTOP	Button set (OR)
1159392130466	0	E	Logging Ends
