1159549900952	0	B	Logging Begins
1159549900952	0	INSTRUCTIONSTART	JointRoller	/usr/lib/python2.4/site-packages/pyepl/resources/vera.ttf	24	(0, 0, 0)	"This study will analyze your memory for face items. A star (*) will be\nshown to warn you that the trial is about to begin.  After the study\nitem you see a probe, and you are asked to indicate whether the probe\nis identical to the study item. If you think the probe is identical,\npress the '/' key to indicate YES, otherwise press the '.' key to\nindicate NO.\n\nRESPOND AS QUICKLY AS YOU CAN WITHOUT COMPROMISING YOUR ACCURACY.\n\nPlease try not to move. You can move and blink between trials, when it\nis indicated on the screen. You will do two blocks, each consisting of\n32 trials.\n\nLet's proceed!\n\n"
1159549900964	1	INSTRUCTIONSCROLL	0
1159549973525	1	INSTRUCTIONSCROLL	1
1159549973538	1	INSTRUCTIONSCROLL	2
1159549973552	1	INSTRUCTIONSCROLL	5
1159549973565	1	INSTRUCTIONSCROLL	8
1159549973578	1	INSTRUCTIONSCROLL	10
1159549973592	1	INSTRUCTIONSCROLL	13
1159549973605	1	INSTRUCTIONSCROLL	16
1159549973618	1	INSTRUCTIONSCROLL	18
1159549973632	1	INSTRUCTIONSCROLL	21
1159549973645	1	INSTRUCTIONSCROLL	24
1159549973658	1	INSTRUCTIONSCROLL	26
1159549973672	1	INSTRUCTIONSCROLL	29
1159549973685	1	INSTRUCTIONSCROLL	32
1159549973698	1	INSTRUCTIONSCROLL	34
1159549973712	1	INSTRUCTIONSCROLL	37
1159549973725	1	INSTRUCTIONSCROLL	40
1159549975658	1	INSTRUCTIONSCROLL	41
1159549975672	1	INSTRUCTIONSCROLL	42
1159549975685	1	INSTRUCTIONSCROLL	45
1159549975698	1	INSTRUCTIONSCROLL	47
1159549975712	1	INSTRUCTIONSCROLL	50
1159549975725	1	INSTRUCTIONSCROLL	53
1159549975738	1	INSTRUCTIONSCROLL	55
1159549975752	1	INSTRUCTIONSCROLL	58
1159549975765	1	INSTRUCTIONSCROLL	61
1159549975778	1	INSTRUCTIONSCROLL	63
1159549975792	1	INSTRUCTIONSCROLL	66
1159549975805	1	INSTRUCTIONSCROLL	69
1159549975818	1	INSTRUCTIONSCROLL	71
1159549975832	1	INSTRUCTIONSCROLL	74
1159549975845	1	INSTRUCTIONSCROLL	77
1159549975858	1	INSTRUCTIONSCROLL	79
1159549975872	1	INSTRUCTIONSCROLL	82
1159549975885	1	INSTRUCTIONSCROLL	85
1159549975898	1	INSTRUCTIONSCROLL	87
1159549975912	1	INSTRUCTIONSCROLL	90
1159549975925	1	INSTRUCTIONSCROLL	93
1159549975938	1	INSTRUCTIONSCROLL	95
1159549983645	1	INSTRUCTIONSTOP	Button set (OR)
1159549983646	0	E	Logging Ends
