1192224559957	0	1	 study	1	1	13	JOE
1192224565982	0	2	 study	1	1	5	BILL
1192224572008	0	3	 study	1	1	1	DAN
1192224578032	0	4	 study	1	1	0	JOHN
1192224584057	0	5	 study	1	1	9	CHARLES
1192224590095	0	6	 study	1	1	15	PAUL
1192224596120	0	7	 study	1	1	3	DAVE
1192224602144	0	8	 study	1	1	2	KEN
1192224616553	0	-99	 record	1	1	-99	
1192224617579	0	1	 test	1	1	15	PAUL
1192224623604	0	2	 test	1	1	3	DAVE
1192224629629	0	3	 test	1	1	1	DAN
1192224635653	0	4	 test	1	1	0	JOHN
1192224641678	0	5	 test	1	1	2	KEN
1192224647703	0	6	 test	1	1	9	CHARLES
1192224653727	0	7	 test	1	1	5	BILL
1192224659752	0	8	 test	1	1	13	JOE
1192224682784	0	1	 study	1	2	1	DAN
1192224688809	0	2	 study	1	2	13	JOE
1192224694834	0	3	 study	1	2	15	PAUL
1192224700858	0	4	 study	1	2	5	BILL
1192224706883	0	5	 study	1	2	9	CHARLES
1192224712921	0	6	 study	1	2	2	KEN
1192224718946	0	7	 study	1	2	3	DAVE
1192224724969	0	8	 study	1	2	0	JOHN
1192224735687	0	-99	 record	1	2	-99	
1192224736713	0	1	 test	1	2	3	DAVE
1192224742738	0	2	 test	1	2	1	DAN
1192224748763	0	3	 test	1	2	2	KEN
1192224754787	0	4	 test	1	2	9	CHARLES
1192224760812	0	5	 test	1	2	0	JOHN
1192224766836	0	6	 test	1	2	13	JOE
1192224772861	0	7	 test	1	2	15	PAUL
1192224778886	0	8	 test	1	2	5	BILL
1192224791322	0	1	 study	1	3	2	KEN
1192224797346	0	2	 study	1	3	1	DAN
1192224803371	0	3	 study	1	3	0	JOHN
1192224809396	0	4	 study	1	3	9	CHARLES
1192224815434	0	5	 study	1	3	13	JOE
1192224821458	0	6	 study	1	3	3	DAVE
1192224827483	0	7	 study	1	3	5	BILL
1192224833508	0	8	 study	1	3	15	PAUL
1192224841372	0	-99	 record	1	3	-99	
1192224842398	0	1	 test	1	3	2	KEN
1192224848423	0	2	 test	1	3	0	JOHN
1192224854448	0	3	 test	1	3	1	DAN
1192224860472	0	4	 test	1	3	3	DAVE
1192224866497	0	5	 test	1	3	15	PAUL
1192224872775	0	6	 test	1	3	13	JOE
1192224878799	0	7	 test	1	3	9	CHARLES
1192224884824	0	8	 test	1	3	5	BILL
1192224897020	0	1	 study	1	4	9	CHARLES
1192224903058	0	2	 study	1	4	3	DAVE
1192224909083	0	3	 study	1	4	0	JOHN
1192224915107	0	4	 study	1	4	15	PAUL
1192224921132	0	5	 study	1	4	13	JOE
1192224927157	0	6	 study	1	4	5	BILL
1192224933181	0	7	 study	1	4	2	KEN
1192224939206	0	8	 study	1	4	1	DAN
1192224946804	0	-99	 record	1	4	-99	
1192224947830	0	1	 test	1	4	15	PAUL
1192224953855	0	2	 test	1	4	3	DAVE
1192224959879	0	3	 test	1	4	13	JOE
1192224965904	0	4	 test	1	4	9	CHARLES
1192224971929	0	5	 test	1	4	5	BILL
1192224977952	0	6	 test	1	4	2	KEN
1192224983977	0	7	 test	1	4	0	JOHN
1192224990003	0	8	 test	1	4	1	DAN
1192224998880	0	1	 study	1	5	1	DAN
1192225004918	0	2	 study	1	5	13	JOE
1192225010942	0	3	 study	1	5	0	JOHN
1192225016966	0	4	 study	1	5	5	BILL
1192225022991	0	5	 study	1	5	9	CHARLES
1192225029030	0	6	 study	1	5	15	PAUL
1192225035054	0	7	 study	1	5	2	KEN
1192225041079	0	8	 study	1	5	3	DAVE
1192225048010	0	-99	 record	1	5	-99	
1192225049036	0	1	 test	1	5	2	KEN
1192225055061	0	2	 test	1	5	1	DAN
1192225061086	0	3	 test	1	5	13	JOE
1192225067110	0	4	 test	1	5	9	CHARLES
1192225073135	0	5	 test	1	5	15	PAUL
1192225079160	0	6	 test	1	5	3	DAVE
1192225085184	0	7	 test	1	5	0	JOHN
1192225091209	0	8	 test	1	5	5	BILL
1192225100726	0	1	 study	1	6	15	PAUL
1192225106751	0	2	 study	1	6	13	JOE
1192225112775	0	3	 study	1	6	0	JOHN
1192225118800	0	4	 study	1	6	3	DAVE
1192225124825	0	5	 study	1	6	5	BILL
1192225130849	0	6	 study	1	6	2	KEN
1192225136874	0	7	 study	1	6	1	DAN
1192225142899	0	8	 study	1	6	9	CHARLES
1192225151562	0	-99	 record	1	6	-99	
1192225152589	0	1	 test	1	6	2	KEN
1192225158613	0	2	 test	1	6	1	DAN
1192225164638	0	3	 test	1	6	5	BILL
1192225170663	0	4	 test	1	6	13	JOE
1192225176687	0	5	 test	1	6	9	CHARLES
1192225182712	0	6	 test	1	6	3	DAVE
1192225188737	0	7	 test	1	6	0	JOHN
1192225194761	0	8	 test	1	6	15	PAUL
1192225203705	0	1	 study	1	7	15	PAUL
1192225209730	0	2	 study	1	7	9	CHARLES
1192225215768	0	3	 study	1	7	2	KEN
1192225221793	0	4	 study	1	7	13	JOE
1192225227817	0	5	 study	1	7	3	DAVE
1192225233842	0	6	 study	1	7	0	JOHN
1192225239867	0	7	 study	1	7	1	DAN
1192225245905	0	8	 study	1	7	5	BILL
1192225253822	0	-99	 record	1	7	-99	
1192225254848	0	1	 test	1	7	15	PAUL
1192225260873	0	2	 test	1	7	13	JOE
1192225266898	0	3	 test	1	7	5	BILL
1192225272922	0	4	 test	1	7	3	DAVE
1192225278947	0	5	 test	1	7	2	KEN
1192225285252	0	6	 test	1	7	9	CHARLES
1192225291276	0	7	 test	1	7	0	JOHN
1192225297301	0	8	 test	1	7	1	DAN
1192225305938	0	1	 study	1	8	15	PAUL
1192225311962	0	2	 study	1	8	0	JOHN
1192225317986	0	3	 study	1	8	9	CHARLES
1192225324025	0	4	 study	1	8	1	DAN
1192225330063	0	5	 study	1	8	3	DAVE
1192225336088	0	6	 study	1	8	5	BILL
1192225342113	0	7	 study	1	8	2	KEN
1192225348137	0	8	 study	1	8	13	JOE
1192225355402	0	-99	 record	1	8	-99	
1192225356428	0	1	 test	1	8	2	KEN
1192225362453	0	2	 test	1	8	15	PAUL
1192225368477	0	3	 test	1	8	1	DAN
1192225374502	0	4	 test	1	8	3	DAVE
1192225380527	0	5	 test	1	8	9	CHARLES
1192225386551	0	6	 test	1	8	0	JOHN
1192225392576	0	7	 test	1	8	13	JOE
1192225398601	0	8	 test	1	8	5	BILL
1192225406718	0	1	 study	1	9	13	JOE
1192225412743	0	2	 study	1	9	2	KEN
1192225418767	0	3	 study	1	9	1	DAN
1192225424792	0	4	 study	1	9	15	PAUL
1192225430817	0	5	 study	1	9	9	CHARLES
