1165516398375	0	1	study	1	1	2	KEN	-2	-2	-2	-2	-2
1165516404418	0	2	study	1	1	3	TOM	-2	-2	-2	-2	-2
1165516410441	0	3	study	1	1	6	DAN	-2	-2	-2	-2	-2
1165516416466	0	4	study	1	1	13	GEORGE	-2	-2	-2	-2	-2
1165516422496	0	5	study	1	1	1	BILL	-2	-2	-2	-2	-2
1165516428509	0	6	study	1	1	8	JOHN	-2	-2	-2	-2	-2
1165516434521	0	7	study	1	1	12	CHRIS	-2	-2	-2	-2	-2
1165516440533	0	8	study	1	1	10	RICH	-2	-2	-2	-2	-2
1165516446553	0	9	study	1	1	9	JOE	-2	-2	-2	-2	-2
1165516452567	0	10	study	1	1	14	JIM	-2	-2	-2	-2	-2
1165516458578	0	11	study	1	1	5	PAUL	-2	-2	-2	-2	-2
1165516464592	0	12	study	1	1	15	CHARLES	-2	-2	-2	-2	-2
1165516470612	0	13	study	1	1	11	ROB	-2	-2	-2	-2	-2
1165516476624	0	14	study	1	1	4	MIKE	-2	-2	-2	-2	-2
1165516482655	0	15	study	1	1	0	DAVE	-2	-2	-2	-2	-2
1165516488679	0	16	study	1	1	7	MARK	-2	-2	-2	-2	-2
1165516503208	0	1	test	1	1	12	CHRIS	12	1	-2	-2	-2
1165516506147	0	1	resp	1	1	12	CHRIS	12	1	4	1	2939
1165516509214	0	2	test	1	1	5	RICH	10	0	-2	-2	-2
1165516513739	0	2	resp	1	1	5	RICH	10	0	2	1	4525
1165516515221	0	3	test	1	1	0	DAVE	0	1	-2	-2	-2
1165516518882	0	3	resp	1	1	0	DAVE	0	1	4	1	3661
1165516521226	0	4	test	1	1	8	JOHN	8	1	-2	-2	-2
1165516524122	0	4	resp	1	1	8	JOHN	8	1	4	1	2896
1165516527232	0	5	test	1	1	11	BILL	1	0	-2	-2	-2
1165516528794	0	5	resp	1	1	11	BILL	1	0	3	1	1562
1165516533238	0	6	test	1	1	14	JOE	9	0	-2	-2	-2
1165516534930	0	6	resp	1	1	14	JOE	9	0	4	0	1692
1165516539243	0	7	test	1	1	3	TOM	3	1	-2	-2	-2
1165516542394	0	7	resp	1	1	3	TOM	3	1	3	0	3151
1165516545248	0	8	test	1	1	15	KEN	2	0	-2	-2	-2
1165516547785	0	8	resp	1	1	15	KEN	2	0	4	0	2537
1165516551256	0	9	test	1	1	9	CHARLES	15	0	-2	-2	-2
1165516553177	0	9	resp	1	1	9	CHARLES	15	0	4	0	1921
1165516557262	0	10	test	1	1	1	JIM	14	0	-2	-2	-2
1165516559281	0	10	resp	1	1	1	JIM	14	0	3	1	2019
1165516563269	0	11	test	1	1	6	DAN	6	1	-2	-2	-2
1165516564625	0	11	resp	1	1	6	DAN	6	1	5	1	1356
1165516569275	0	12	test	1	1	10	ROB	11	0	-2	-2	-2
1165516572216	0	12	resp	1	1	10	ROB	11	0	6	0	2941
1165516575281	0	13	test	1	1	7	MARK	7	1	-2	-2	-2
1165516576304	0	13	resp	1	1	7	MARK	7	1	6	1	1023
1165516581289	0	14	test	1	1	4	MIKE	4	1	-2	-2	-2
1165516582384	0	14	resp	1	1	4	MIKE	4	1	6	1	1095
1165516587296	0	15	test	1	1	2	PAUL	5	0	-2	-2	-2
1165516588976	0	15	resp	1	1	2	PAUL	5	0	2	1	1680
1165516593302	0	16	test	1	1	13	GEORGE	13	1	-2	-2	-2
1165516594864	0	16	resp	1	1	13	GEORGE	13	1	6	1	1562
1165516656973	0	1	study	1	2	8	JOHN	-2	-2	-2	-2	-2
1165516662974	0	2	study	1	2	1	BILL	-2	-2	-2	-2	-2
1165516668975	0	3	study	1	2	7	MARK	-2	-2	-2	-2	-2
1165516674977	0	4	study	1	2	3	TOM	-2	-2	-2	-2	-2
1165516680991	0	5	study	1	2	15	CHARLES	-2	-2	-2	-2	-2
1165516687010	0	6	study	1	2	14	JIM	-2	-2	-2	-2	-2
1165516693022	0	7	study	1	2	5	PAUL	-2	-2	-2	-2	-2
1165516699023	0	8	study	1	2	11	ROB	-2	-2	-2	-2	-2
1165516705024	0	9	study	1	2	9	JOE	-2	-2	-2	-2	-2
1165516711027	0	10	study	1	2	12	CHRIS	-2	-2	-2	-2	-2
1165516717040	0	11	study	1	2	0	DAVE	-2	-2	-2	-2	-2
1165516723040	0	12	study	1	2	10	RICH	-2	-2	-2	-2	-2
1165516729042	0	13	study	1	2	4	MIKE	-2	-2	-2	-2	-2
1165516735044	0	14	study	1	2	6	DAN	-2	-2	-2	-2	-2
1165516741044	0	15	study	1	2	13	GEORGE	-2	-2	-2	-2	-2
1165516747056	0	16	study	1	2	2	KEN	-2	-2	-2	-2	-2
1165516754496	0	1	test	1	2	3	TOM	3	1	-2	-2	-2
1165516756506	0	1	resp	1	2	3	TOM	3	1	3	0	2010
1165516760502	0	2	test	1	2	8	JOHN	8	1	-2	-2	-2
1165516763426	0	2	resp	1	2	8	JOHN	8	1	3	0	2924
1165516766508	0	3	test	1	2	2	MIKE	4	0	-2	-2	-2
1165516768353	0	3	resp	1	2	2	MIKE	4	0	1	1	1845
1165516772516	0	4	test	1	2	1	DAN	6	0	-2	-2	-2
1165516774593	0	4	resp	1	2	1	DAN	6	0	5	0	2077
1165516778523	0	5	test	1	2	9	JOE	9	1	-2	-2	-2
1165516780185	0	5	resp	1	2	9	JOE	9	1	5	1	1662
1165516784531	0	6	test	1	2	0	BILL	1	0	-2	-2	-2
1165516786897	0	6	resp	1	2	0	BILL	1	0	3	1	2366
1165516790539	0	7	test	1	2	5	KEN	2	0	-2	-2	-2
1165516793177	0	7	resp	1	2	5	KEN	2	0	3	1	2638
1165516796545	0	8	test	1	2	12	CHRIS	12	1	-2	-2	-2
1165516798792	0	8	resp	1	2	12	CHRIS	12	1	5	1	2247
1165516802554	0	9	test	1	2	6	PAUL	5	0	-2	-2	-2
1165516804328	0	9	resp	1	2	6	PAUL	5	0	1	1	1774
1165516808561	0	10	test	1	2	10	DAVE	0	0	-2	-2	-2
1165516810464	0	10	resp	1	2	10	DAVE	0	0	1	1	1903
1165516814568	0	11	test	1	2	7	MARK	7	1	-2	-2	-2
1165516815768	0	11	resp	1	2	7	MARK	7	1	6	1	1200
1165516820573	0	12	test	1	2	14	RICH	10	0	-2	-2	-2
1165516823111	0	12	resp	1	2	14	RICH	10	0	3	1	2538
1165516826580	0	13	test	1	2	4	JIM	14	0	-2	-2	-2
1165516829487	0	13	resp	1	2	4	JIM	14	0	4	0	2907
1165516832588	0	14	test	1	2	15	CHARLES	15	1	-2	-2	-2
1165516835527	0	14	resp	1	2	15	CHARLES	15	1	4	1	2939
1165516838594	0	15	test	1	2	13	GEORGE	13	1	-2	-2	-2
1165516839887	0	15	resp	1	2	13	GEORGE	13	1	6	1	1293
1165516844600	0	16	test	1	2	11	ROB	11	1	-2	-2	-2
1165516847406	0	16	resp	1	2	11	ROB	11	1	3	0	2806
1165516852445	0	1	study	1	3	12	CHRIS	-2	-2	-2	-2	-2
1165516858460	0	2	study	1	3	2	KEN	-2	-2	-2	-2	-2
1165516864461	0	3	study	1	3	1	BILL	-2	-2	-2	-2	-2
1165516870463	0	4	study	1	3	15	CHARLES	-2	-2	-2	-2	-2
1165516876481	0	5	study	1	3	13	GEORGE	-2	-2	-2	-2	-2
1165516882496	0	6	study	1	3	11	ROB	-2	-2	-2	-2	-2
1165516888497	0	7	study	1	3	0	DAVE	-2	-2	-2	-2	-2
1165516894499	0	8	study	1	3	8	JOHN	-2	-2	-2	-2	-2
1165516900501	0	9	study	1	3	3	TOM	-2	-2	-2	-2	-2
1165516906515	0	10	study	1	3	4	MIKE	-2	-2	-2	-2	-2
1165516912516	0	11	study	1	3	9	JOE	-2	-2	-2	-2	-2
1165516918517	0	12	study	1	3	5	PAUL	-2	-2	-2	-2	-2
1165516924518	0	13	study	1	3	7	MARK	-2	-2	-2	-2	-2
1165516930519	0	14	study	1	3	10	RICH	-2	-2	-2	-2	-2
1165516936521	0	15	study	1	3	14	JIM	-2	-2	-2	-2	-2
1165516942523	0	16	study	1	3	6	DAN	-2	-2	-2	-2	-2
1165516949664	0	1	test	1	3	9	JOE	9	1	-2	-2	-2
1165516951723	0	1	resp	1	3	9	JOE	9	1	3	0	2059
1165516955671	0	2	test	1	3	11	ROB	11	1	-2	-2	-2
1165516957898	0	2	resp	1	3	11	ROB	11	1	3	0	2227
1165516961685	0	3	test	1	3	7	KEN	2	0	-2	-2	-2
1165516962826	0	3	resp	1	3	7	KEN	2	0	1	1	1141
1165516967692	0	4	test	1	3	14	GEORGE	13	0	-2	-2	-2
1165516970234	0	4	resp	1	3	14	GEORGE	13	0	1	1	2542
1165516973699	0	5	test	1	3	13	JOHN	8	0	-2	-2	-2
1165516977035	0	5	resp	1	3	13	JOHN	8	0	3	1	3336
1165516979705	0	6	test	1	3	5	PAUL	5	1	-2	-2	-2
1165516981665	0	6	resp	1	3	5	PAUL	5	1	1	0	1960
1165516985712	0	7	test	1	3	3	TOM	3	1	-2	-2	-2
1165516988457	0	7	resp	1	3	3	TOM	3	1	3	0	2745
1165516991718	0	8	test	1	3	4	BILL	1	0	-2	-2	-2
1165516994649	0	8	resp	1	3	4	BILL	1	0	3	1	2931
1165516997724	0	9	test	1	3	0	DAVE	0	1	-2	-2	-2
1165516998737	0	9	resp	1	3	0	DAVE	0	1	6	1	1013
1165517003729	0	10	test	1	3	8	MARK	7	0	-2	-2	-2
1165517004937	0	10	resp	1	3	8	MARK	7	0	1	1	1208
1165517009736	0	11	test	1	3	1	JIM	14	0	-2	-2	-2
1165517012688	0	11	resp	1	3	1	JIM	14	0	4	0	2952
1165517015742	0	12	test	1	3	15	CHARLES	15	1	-2	-2	-2
1165517017832	0	12	resp	1	3	15	CHARLES	15	1	4	1	2090
1165517021749	0	13	test	1	3	12	CHRIS	12	1	-2	-2	-2
1165517024320	0	13	resp	1	3	12	CHRIS	12	1	4	1	2571
1165517027756	0	14	test	1	3	2	DAN	6	0	-2	-2	-2
1165517030440	0	14	resp	1	3	2	DAN	6	0	3	1	2684
1165517033762	0	15	test	1	3	10	RICH	10	1	-2	-2	-2
1165517036248	0	15	resp	1	3	10	RICH	10	1	2	0	2486
1165517039768	0	16	test	1	3	6	MIKE	4	0	-2	-2	-2
1165517041599	0	16	resp	1	3	6	MIKE	4	0	1	1	1831
1165517047919	0	1	study	1	4	13	GEORGE	-2	-2	-2	-2	-2
1165517053934	0	2	study	1	4	9	JOE	-2	-2	-2	-2	-2
1165517059935	0	3	study	1	4	1	BILL	-2	-2	-2	-2	-2
1165517065936	0	4	study	1	4	8	JOHN	-2	-2	-2	-2	-2
1165517071939	0	5	study	1	4	0	DAVE	-2	-2	-2	-2	-2
1165517077941	0	6	study	1	4	12	CHRIS	-2	-2	-2	-2	-2
1165517083956	0	7	study	1	4	14	JIM	-2	-2	-2	-2	-2
1165517089959	0	8	study	1	4	7	MARK	-2	-2	-2	-2	-2
1165517095960	0	9	study	1	4	5	PAUL	-2	-2	-2	-2	-2
1165517102033	0	10	study	1	4	10	RICH	-2	-2	-2	-2	-2
1165517108035	0	11	study	1	4	11	ROB	-2	-2	-2	-2	-2
1165517114038	0	12	study	1	4	3	TOM	-2	-2	-2	-2	-2
1165517120049	0	13	study	1	4	2	KEN	-2	-2	-2	-2	-2
1165517126051	0	14	study	1	4	6	DAN	-2	-2	-2	-2	-2
1165517132053	0	15	study	1	4	4	MIKE	-2	-2	-2	-2	-2
1165517138056	0	16	study	1	4	15	CHARLES	-2	-2	-2	-2	-2
1165517147292	0	1	test	1	4	5	TOM	3	0	-2	-2	-2
1165517149355	0	1	resp	1	4	5	TOM	3	0	2	1	2063
1165517153300	0	2	test	1	4	6	DAN	6	1	-2	-2	-2
1165517155483	0	2	resp	1	4	6	DAN	6	1	3	0	2183
1165517159308	0	3	test	1	4	8	JIM	14	0	-2	-2	-2
1165517161012	0	3	resp	1	4	8	JIM	14	0	1	1	1704
1165517165315	0	4	test	1	4	0	PAUL	5	0	-2	-2	-2
1165517166275	0	4	resp	1	4	0	PAUL	5	0	1	1	960
1165517171321	0	5	test	1	4	4	MIKE	4	1	-2	-2	-2
1165517172731	0	5	resp	1	4	4	MIKE	4	1	6	1	1410
