1165516296530	0	B	Logging Begins
1165516296531	0	INSTRUCTIONSTART	JointRoller	/Library/Frameworks/Python.framework/Versions/2.4/lib/python2.4/site-packages/pyepl/resources/vera.ttf	64	(0, 0, 0)	'In the following experiment, your memory for associating names with faces will be tested.  The task is challenging and requires concentration, so if at any time during the experiment you feel that you need a short break, let the experimenter know.\n\nSixteen faces will be presented on the screen, consecutively, accompanied by their names.  A woman\'s voice will also speak the name when the face appears on the screen.  After five seconds, the face will disappear from the screen, a star (*) will flash on the screen for one second, and then the next face and name will appear.\n\nAfter you have seen all sixteen faces and names, you will be prompted to press any key in order to move on to a testing period.  During each trial of the testing period, you will see a face with name underneath it.  You will have to decide whether or not the face is paired with the appropriate face.  \n\nYou will respond on the keyboard, with a confidence judgment between 1 and 6.  A judgment of 1 indicates that you are near certain that the name given is incorrectly paired with the face, a judgment of 2 indicates moderate confidence, and a judgment of 3 indicates that you think the name is incorrectly paired with the face, but are quite unsure.  A judgment of 6 indicates that you are near certain that the name given is correctly paired with the face, a judgment of 5 indicates moderate confidence, and a judgment of 4 indicates that you think the name is correctly paired with the face, but are quite unsure.\n\nYou should rest your fingers on the bottom row of the keyboard.  "Z", "X", and  "C" will correspond to confidence judgments of 1, 2, and 3, respectively.  ",", ".", and "/" will correspond to confidence judgments of 4, 5, and 6, respectively.\n\nAfter five seconds the name and face will disappear from the screen, a star will flash on the screen for one second, and then the next name and face pair will appear on the screen.  You will see sixteen name-face pairs per test period.  You should try to reply as quickly and accurately as you can.\n\nThere will be ten study periods and ten test periods, alternating.  Each face will have the same name over the entire course of the study, so your task is to try and learn the faces\' names as quickly and accurately as possible.\n\nDo you have any questions?\n\nPress <ENTER> to continue.\n'
1165516296658	1	INSTRUCTIONSCROLL	0
1165516309074	1	INSTRUCTIONSCROLL	1
1165516309091	1	INSTRUCTIONSCROLL	3
1165516309108	1	INSTRUCTIONSCROLL	6
1165516309124	1	INSTRUCTIONSCROLL	10
1165516309141	1	INSTRUCTIONSCROLL	13
1165516309158	1	INSTRUCTIONSCROLL	16
1165516309308	1	INSTRUCTIONSCROLL	17
1165516309324	1	INSTRUCTIONSCROLL	20
1165516309341	1	INSTRUCTIONSCROLL	23
1165516309358	1	INSTRUCTIONSCROLL	27
1165516309374	1	INSTRUCTIONSCROLL	30
1165516309391	1	INSTRUCTIONSCROLL	33
1165516309508	1	INSTRUCTIONSCROLL	34
1165516309524	1	INSTRUCTIONSCROLL	35
1165516309541	1	INSTRUCTIONSCROLL	39
1165516309558	1	INSTRUCTIONSCROLL	42
1165516309574	1	INSTRUCTIONSCROLL	45
1165516309591	1	INSTRUCTIONSCROLL	49
1165516309608	1	INSTRUCTIONSCROLL	52
1165516309624	1	INSTRUCTIONSCROLL	55
1165516309641	1	INSTRUCTIONSCROLL	59
1165516309658	1	INSTRUCTIONSCROLL	62
1165516309674	1	INSTRUCTIONSCROLL	65
1165516309691	1	INSTRUCTIONSCROLL	69
1165516309708	1	INSTRUCTIONSCROLL	72
1165516309724	1	INSTRUCTIONSCROLL	75
1165516309741	1	INSTRUCTIONSCROLL	79
1165516309758	1	INSTRUCTIONSCROLL	82
1165516309774	1	INSTRUCTIONSCROLL	85
1165516309791	1	INSTRUCTIONSCROLL	89
1165516309808	1	INSTRUCTIONSCROLL	92
1165516309824	1	INSTRUCTIONSCROLL	95
1165516309841	1	INSTRUCTIONSCROLL	99
1165516309858	1	INSTRUCTIONSCROLL	102
1165516309874	1	INSTRUCTIONSCROLL	105
1165516309891	1	INSTRUCTIONSCROLL	109
1165516309908	1	INSTRUCTIONSCROLL	112
1165516309924	1	INSTRUCTIONSCROLL	115
1165516309941	1	INSTRUCTIONSCROLL	119
1165516309957	1	INSTRUCTIONSCROLL	122
1165516309974	1	INSTRUCTIONSCROLL	125
1165516309991	1	INSTRUCTIONSCROLL	129
1165516310008	1	INSTRUCTIONSCROLL	132
1165516310025	1	INSTRUCTIONSCROLL	135
1165516310041	1	INSTRUCTIONSCROLL	139
1165516310057	1	INSTRUCTIONSCROLL	142
1165516310074	1	INSTRUCTIONSCROLL	145
1165516310091	1	INSTRUCTIONSCROLL	149
1165516310107	1	INSTRUCTIONSCROLL	152
1165516310124	1	INSTRUCTIONSCROLL	155
1165516310141	1	INSTRUCTIONSCROLL	159
1165516310158	1	INSTRUCTIONSCROLL	162
1165516310174	1	INSTRUCTIONSCROLL	165
1165516310191	1	INSTRUCTIONSCROLL	169
1165516310207	1	INSTRUCTIONSCROLL	172
1165516310224	1	INSTRUCTIONSCROLL	175
1165516310241	1	INSTRUCTIONSCROLL	179
1165516310257	1	INSTRUCTIONSCROLL	182
1165516311057	1	INSTRUCTIONSCROLL	183
1165516311074	1	INSTRUCTIONSCROLL	186
1165516311090	1	INSTRUCTIONSCROLL	190
1165516311107	1	INSTRUCTIONSCROLL	193
1165516311124	1	INSTRUCTIONSCROLL	196
1165516311140	1	INSTRUCTIONSCROLL	200
1165516311157	1	INSTRUCTIONSCROLL	203
1165516311174	1	INSTRUCTIONSCROLL	206
1165516311190	1	INSTRUCTIONSCROLL	210
1165516311390	1	INSTRUCTIONSCROLL	211
1165516311408	1	INSTRUCTIONSCROLL	212
1165516311424	1	INSTRUCTIONSCROLL	215
1165516311440	1	INSTRUCTIONSCROLL	219
1165516311457	1	INSTRUCTIONSCROLL	222
1165516311474	1	INSTRUCTIONSCROLL	225
1165516311490	1	INSTRUCTIONSCROLL	229
1165516311507	1	INSTRUCTIONSCROLL	232
1165516312373	1	INSTRUCTIONSCROLL	233
1165516312390	1	INSTRUCTIONSCROLL	236
1165516312407	1	INSTRUCTIONSCROLL	239
1165516312423	1	INSTRUCTIONSCROLL	243
1165516312440	1	INSTRUCTIONSCROLL	246
1165516312457	1	INSTRUCTIONSCROLL	249
1165516312473	1	INSTRUCTIONSCROLL	253
1165516312490	1	INSTRUCTIONSCROLL	256
1165516312507	1	INSTRUCTIONSCROLL	259
1165516312523	1	INSTRUCTIONSCROLL	263
1165516312540	1	INSTRUCTIONSCROLL	266
1165516312557	1	INSTRUCTIONSCROLL	269
1165516312573	1	INSTRUCTIONSCROLL	273
1165516312590	1	INSTRUCTIONSCROLL	276
1165516312607	1	INSTRUCTIONSCROLL	279
1165516312623	1	INSTRUCTIONSCROLL	283
1165516312640	1	INSTRUCTIONSCROLL	286
1165516312657	1	INSTRUCTIONSCROLL	289
1165516312673	1	INSTRUCTIONSCROLL	293
1165516312690	1	INSTRUCTIONSCROLL	296
1165516312707	1	INSTRUCTIONSCROLL	299
1165516312723	1	INSTRUCTIONSCROLL	303
1165516312740	1	INSTRUCTIONSCROLL	306
1165516312757	1	INSTRUCTIONSCROLL	309
1165516312773	1	INSTRUCTIONSCROLL	313
1165516312790	1	INSTRUCTIONSCROLL	316
1165516312807	1	INSTRUCTIONSCROLL	319
1165516312823	1	INSTRUCTIONSCROLL	323
1165516312840	1	INSTRUCTIONSCROLL	326
1165516312857	1	INSTRUCTIONSCROLL	329
1165516312873	1	INSTRUCTIONSCROLL	333
1165516313706	1	INSTRUCTIONSCROLL	334
1165516313723	1	INSTRUCTIONSCROLL	336
1165516313740	1	INSTRUCTIONSCROLL	339
1165516313756	1	INSTRUCTIONSCROLL	343
1165516313773	1	INSTRUCTIONSCROLL	346
1165516313790	1	INSTRUCTIONSCROLL	349
1165516313806	1	INSTRUCTIONSCROLL	353
1165516313823	1	INSTRUCTIONSCROLL	356
1165516313840	1	INSTRUCTIONSCROLL	360
1165516313856	1	INSTRUCTIONSCROLL	363
