1192217821740	0	B	Logging Begins
1192217821740	0	INSTRUCTIONSTART	JointRoller	/Library/Frameworks/Python.framework/Versions/2.4/lib/python2.4/site-packages/pyepl/resources/vera.ttf	64	(1.000000, 1.000000, 1.000000, 1.000000)	"In the following experiment, your memory for associating names with faces will be tested.  The experiment will be divided into two halves, with each half testing you on a completely different set of names and faces.  After the first half, there will be a short break.\n\nThe procedure will be the same for each half.  Eight faces will be presented on the screen, consecutively, accompanied by their names.  A woman's voice will also speak the name when the face appears on the screen.  After five seconds, the face will disappear from the screen, a star (*) will flash on the screen for one second, and then the next face and name will appear.\n\nAfter you have seen all eight faces and names, you will be prompted to press any key in order to move on to a testing period.  During each trial of the testing period, you will see a face with a question mark (?) underneath it.  You will have to try and recall the name that goes with the face, and speak it out loud.  After five seconds the face will disappear from the screen, a star will flash on the screen for one second, and then the next face will appear with a question mark underneath it.\n\nFor each half, there will be ten study periods and ten test periods, alternating.  Each face will have the same name over the entire course of the half, so your task is to try and learn the faces' names as quickly and accurately as possible, and to be able to recall them as quickly and accurately as possible.\n\nDuring the test phase, do not worry if you make a mistake and recall the wrong name accidentally.  There is no penalty.  Also, if you are in the middle of recalling a name and the experiment moves on to the next face, do not stop yourself; continue speaking the name.  However, once the next face appears on the screen, you should give up trying to recall the last face and concentrate on the new one.\n\nDo you have any questions?\n\nPress <ENTER> to continue."
1192217821802	1	INSTRUCTIONSCROLL	0
1192217837046	1	INSTRUCTIONSCROLL	1
1192217837053	1	INSTRUCTIONSCROLL	2
1192217837066	1	INSTRUCTIONSCROLL	3
1192217837080	1	INSTRUCTIONSCROLL	5
1192217837093	1	INSTRUCTIONSCROLL	8
1192217837106	1	INSTRUCTIONSCROLL	11
1192217837120	1	INSTRUCTIONSCROLL	13
1192217837133	1	INSTRUCTIONSCROLL	16
1192217837146	1	INSTRUCTIONSCROLL	19
1192217837160	1	INSTRUCTIONSCROLL	21
1192217837173	1	INSTRUCTIONSCROLL	24
1192217837186	1	INSTRUCTIONSCROLL	27
1192217837200	1	INSTRUCTIONSCROLL	29
1192217837359	1	INSTRUCTIONSCROLL	30
1192217837372	1	INSTRUCTIONSCROLL	33
1192217837385	1	INSTRUCTIONSCROLL	36
1192217837399	1	INSTRUCTIONSCROLL	38
1192217837412	1	INSTRUCTIONSCROLL	41
1192217837425	1	INSTRUCTIONSCROLL	44
1192217837439	1	INSTRUCTIONSCROLL	46
1192217837452	1	INSTRUCTIONSCROLL	49
1192217837465	1	INSTRUCTIONSCROLL	52
1192217837479	1	INSTRUCTIONSCROLL	54
1192217837492	1	INSTRUCTIONSCROLL	57
1192217837505	1	INSTRUCTIONSCROLL	60
1192217837519	1	INSTRUCTIONSCROLL	62
1192217837532	1	INSTRUCTIONSCROLL	65
1192217837545	1	INSTRUCTIONSCROLL	68
1192217837559	1	INSTRUCTIONSCROLL	70
1192217837572	1	INSTRUCTIONSCROLL	73
1192217837585	1	INSTRUCTIONSCROLL	75
1192217837599	1	INSTRUCTIONSCROLL	78
1192217837612	1	INSTRUCTIONSCROLL	81
1192217837625	1	INSTRUCTIONSCROLL	83
1192217837652	1	INSTRUCTIONSCROLL	88
1192217837665	1	INSTRUCTIONSCROLL	91
1192217837679	1	INSTRUCTIONSCROLL	94
1192217837692	1	INSTRUCTIONSCROLL	97
1192217837705	1	INSTRUCTIONSCROLL	99
1192217837719	1	INSTRUCTIONSCROLL	102
1192217837732	1	INSTRUCTIONSCROLL	105
1192217837745	1	INSTRUCTIONSCROLL	107
1192217837759	1	INSTRUCTIONSCROLL	110
1192217837772	1	INSTRUCTIONSCROLL	113
1192217837785	1	INSTRUCTIONSCROLL	115
1192217837799	1	INSTRUCTIONSCROLL	118
1192217837812	1	INSTRUCTIONSCROLL	121
1192217837825	1	INSTRUCTIONSCROLL	124
1192217837839	1	INSTRUCTIONSCROLL	126
1192217837852	1	INSTRUCTIONSCROLL	129
1192217837865	1	INSTRUCTIONSCROLL	131
1192217837879	1	INSTRUCTIONSCROLL	134
1192217837892	1	INSTRUCTIONSCROLL	137
1192217837905	1	INSTRUCTIONSCROLL	139
1192217837918	1	INSTRUCTIONSCROLL	142
1192217837932	1	INSTRUCTIONSCROLL	145
1192217837945	1	INSTRUCTIONSCROLL	148
1192217837958	1	INSTRUCTIONSCROLL	150
1192217837972	1	INSTRUCTIONSCROLL	153
1192217837985	1	INSTRUCTIONSCROLL	155
