subject_ID,roll_cat_len_level,log_lag_bin,Az,log_lag_disp
51,>=2,0,0.41686465444219456,1.0
51,>=2,2,0.49189349474290883,8.0
51,>=2,3,0.4932113343073621,21.0
51,>=2,4,0.6506177831315005,55.0
51,>=2,5,0.6114756637944802,149.0
53,0-1,0,0.7549892267024514,1.0
53,0-1,2,0.7552516771655746,8.0
53,0-1,3,0.7315807511376452,21.0
53,0-1,4,0.5692334934805118,55.0
53,0-1,5,,149.0
53,>=2,0,0.8017142649137967,1.0
53,>=2,2,0.6647057259712966,8.0
53,>=2,3,0.5688102842444792,21.0
53,>=2,4,0.5318646319485393,55.0
53,>=2,5,,149.0
54,0-1,0,0.14033058545337862,1.0
54,0-1,2,0.2671928759767581,8.0
54,0-1,3,0.46580440283035224,21.0
54,0-1,4,0.609301523387628,55.0
54,0-1,5,0.3173287397328222,149.0
54,>=2,0,0.053536225049510396,1.0
54,>=2,2,0.05905440883954424,8.0
54,>=2,3,0.14746084696775041,21.0
54,>=2,4,0.43992228963194313,55.0
54,>=2,5,,149.0
55,0-1,0,0.6174448061573322,1.0
55,0-1,2,0.49,8.0
55,0-1,3,0.4516272694369449,21.0
55,0-1,4,0.18478260869565172,55.0
55,0-1,5,,149.0
55,>=2,0,0.7122628268409001,1.0
55,>=2,2,0.5566022229667102,8.0
55,>=2,3,0.5,21.0
55,>=2,4,0.4041546205644673,55.0
55,>=2,5,,149.0
57,0-1,0,0.8160737121829271,1.0
57,0-1,2,0.7889704084479672,8.0
57,0-1,3,0.5918463896509663,21.0
57,0-1,4,0.6170974093460019,55.0
57,0-1,5,0.583758838655672,149.0
57,>=2,0,0.8377928698048521,1.0
57,>=2,2,0.7388703101615988,8.0
57,>=2,3,0.6321810737120495,21.0
57,>=2,4,0.48410428996519933,55.0
57,>=2,5,,149.0
58,0-1,0,0.4406300950817292,1.0
58,0-1,2,0.48879347225732345,8.0
58,0-1,3,0.45991579961889434,21.0
58,0-1,4,0.47367090234843623,55.0
58,0-1,5,0.503399259013672,149.0
58,>=2,0,0.3914621211651548,1.0
58,>=2,2,0.4217166459396621,8.0
58,>=2,3,0.5616880112799213,21.0
58,>=2,4,0.326650552960197,55.0
58,>=2,5,0.25,149.0
59,0-1,0,0.5881478659553636,1.0
59,0-1,2,0.4899764195890763,8.0
59,0-1,3,0.4533861235346348,21.0
59,0-1,4,0.45287547934997824,55.0
59,0-1,5,0.3899578869057635,149.0
59,>=2,0,0.6550730699914821,1.0
59,>=2,2,0.4561657678954979,8.0
59,>=2,3,0.4065258543959386,21.0
59,>=2,4,0.5581406695617402,55.0
59,>=2,5,,149.0
60,0-1,0,0.9786099788245285,1.0
60,0-1,2,0.9799206069152442,8.0
60,0-1,3,0.9548530549349108,21.0
60,0-1,4,0.8345558964094801,55.0
60,0-1,5,,149.0
60,>=2,0,0.9671135764760825,1.0
60,>=2,2,0.9518072339721997,8.0
60,>=2,3,0.8571012724866103,21.0
60,>=2,4,0.9130427045450041,55.0
60,>=2,5,,149.0
61,0-1,0,0.7183077075221931,1.0
61,0-1,2,0.6772800056638661,8.0
61,0-1,3,0.6297196327353379,21.0
61,0-1,4,0.4086446655355325,55.0
61,0-1,5,0.3110760380693778,149.0
61,>=2,0,0.6857005861809591,1.0
61,>=2,2,0.8275300412373547,8.0
61,>=2,3,0.6074768874865101,21.0
61,>=2,4,,55.0
61,>=2,5,,149.0
63,0-1,0,0.6382124561787696,1.0
63,0-1,2,0.7237302813707818,8.0
63,0-1,3,0.7324680986312374,21.0
63,0-1,4,0.7405742124139739,55.0
63,0-1,5,0.4944003366817447,149.0
63,>=2,0,0.7398234520736551,1.0
63,>=2,2,0.4113597970911083,8.0
63,>=2,3,0.5863835562457602,21.0
63,>=2,4,0.6656556108190779,55.0
63,>=2,5,0.5022318552368343,149.0
64,0-1,0,0.8102163924511059,1.0
64,0-1,2,0.8331949208929031,8.0
64,0-1,3,0.8144012473962058,21.0
64,0-1,4,0.7597678126335299,55.0
64,0-1,5,0.7574630506928188,149.0
64,>=2,0,0.7995096946134685,1.0
64,>=2,2,0.8456111402529269,8.0
64,>=2,3,0.803913351018998,21.0
64,>=2,4,0.5136522621767161,55.0
64,>=2,5,,149.0
65,0-1,0,0.700967065172309,1.0
65,0-1,2,0.6667302022109416,8.0
65,0-1,3,0.7603753872858954,21.0
65,0-1,4,0.6527572985101997,55.0
65,0-1,5,0.4625308035060848,149.0
65,>=2,0,0.7509395547552122,1.0
65,>=2,2,0.7178775639238457,8.0
65,>=2,3,0.7409001257957961,21.0
65,>=2,4,0.5255013846597166,55.0
65,>=2,5,,149.0
66,0-1,0,0.783298393027429,1.0
66,0-1,2,0.8237306904533286,8.0
66,0-1,3,0.832467581079481,21.0
66,0-1,4,0.87583166072849,55.0
66,0-1,5,0.6464481751710074,149.0
66,>=2,0,0.6541721281576419,1.0
66,>=2,2,0.8193571211178647,8.0
66,>=2,3,0.7538753017139368,21.0
66,>=2,4,0.7085408817586748,55.0
66,>=2,5,,149.0
67,0-1,0,0.5536432104232529,1.0
67,0-1,2,0.4087771049629347,8.0
67,0-1,3,0.5441865513797339,21.0
67,0-1,4,0.4613795716098438,55.0
67,0-1,5,0.49350076714675367,149.0
67,>=2,0,0.5662203050922846,1.0
67,>=2,2,0.6821634455467354,8.0
67,>=2,3,0.44179192066857753,21.0
67,>=2,4,0.4396986720200832,55.0
67,>=2,5,,149.0
68,0-1,0,0.39374599582058056,1.0
68,0-1,2,0.49195977137925107,8.0
68,0-1,3,0.6133202832863985,21.0
68,0-1,4,0.4857720206403215,55.0
68,0-1,5,0.4951876471651818,149.0
68,>=2,0,0.5961420634935787,1.0
68,>=2,2,0.6581545790205273,8.0
68,>=2,3,0.497023354895819,21.0
68,>=2,4,0.46468335284497053,55.0
68,>=2,5,,149.0
69,0-1,0,0.4476593598084231,1.0
69,0-1,2,0.6895483952859875,8.0
69,0-1,3,0.447867629895802,21.0
69,0-1,4,0.5515997631237001,55.0
69,0-1,5,0.5361041245451371,149.0
69,>=2,0,0.40084321709179616,1.0
69,>=2,2,0.5155711582694267,8.0
69,>=2,3,0.519703265066806,21.0
69,>=2,4,0.5820252837272198,55.0
69,>=2,5,,149.0
70,0-1,0,0.2970908784175039,1.0
70,0-1,2,0.4763474925135605,8.0
70,0-1,3,0.5320885698059334,21.0
70,0-1,4,0.3035413690394984,55.0
70,0-1,5,,149.0
70,>=2,0,0.45654143086642907,1.0
70,>=2,2,0.44229524321975755,8.0
70,>=2,3,0.12359096177311507,21.0
70,>=2,4,0.45493578605899837,55.0
70,>=2,5,,149.0
71,0-1,0,0.5108079463706046,1.0
71,0-1,2,0.5233668267191233,8.0
71,0-1,3,0.5574115926203668,21.0
71,0-1,4,0.5509098671699825,55.0
71,0-1,5,0.6182928812355728,149.0
71,>=2,0,0.47381138255177985,1.0
71,>=2,2,0.4060547517658279,8.0
71,>=2,3,0.5853332278338508,21.0
71,>=2,4,0.41415907485906805,55.0
71,>=2,5,,149.0
72,0-1,0,0.5769259047289832,1.0
72,0-1,2,0.5379163575011592,8.0
72,0-1,3,0.5547851794820728,21.0
72,0-1,4,0.6618986591491183,55.0
72,0-1,5,0.5020864583531177,149.0
72,>=2,0,0.6296442778590026,1.0
72,>=2,2,0.5681494710290655,8.0
72,>=2,3,0.5487187386975,21.0
72,>=2,4,0.4957913530155004,55.0
72,>=2,5,0.4348285732579834,149.0
73,0-1,0,0.561756257849751,1.0
73,0-1,2,0.6786083152975385,8.0
73,0-1,3,0.6174952338558152,21.0
73,0-1,4,0.664292178687016,55.0
73,0-1,5,0.60419189106403,149.0
73,>=2,0,0.5672028847720301,1.0
73,>=2,2,0.5431456009394211,8.0
73,>=2,3,0.5479679086191405,21.0
73,>=2,4,0.6382999253215542,55.0
73,>=2,5,,149.0
74,0-1,0,0.9359781708137802,1.0
74,0-1,2,0.8749370946734745,8.0
74,0-1,3,0.7787952645786014,21.0
74,0-1,4,0.7922153818011184,55.0
74,0-1,5,,149.0
74,>=2,0,0.8425591145759134,1.0
74,>=2,2,0.8301353416131412,8.0
74,>=2,3,0.7475805627828497,21.0
74,>=2,4,,55.0
74,>=2,5,,149.0
76,0-1,0,0.4821407049082747,1.0
76,0-1,2,0.3820869584604425,8.0
76,0-1,3,0.5246944177421483,21.0
76,0-1,4,0.5456023772550104,55.0
76,0-1,5,,149.0
76,>=2,0,0.5228463303531126,1.0
76,>=2,2,0.30637315446644175,8.0
76,>=2,3,0.07142857142857141,21.0
76,>=2,4,,55.0
76,>=2,5,,149.0
77,0-1,0,0.5,1.0
77,0-1,2,0.4898984050687652,8.0
77,0-1,3,0.5879548094402438,21.0
77,0-1,4,0.550573312407059,55.0
77,0-1,5,0.43168355641741224,149.0
77,>=2,0,0.8031779853521155,1.0
77,>=2,2,0.39062689058070643,8.0
77,>=2,3,0.32422152427179163,21.0
77,>=2,4,0.6687971997810269,55.0
77,>=2,5,0.25,149.0
78,0-1,0,0.9444444444444444,1.0
78,0-1,2,0.964568926683973,8.0
78,0-1,3,0.9763928487738973,21.0
78,0-1,4,0.9639787671458293,55.0
78,0-1,5,0.9593272379566372,149.0
78,>=2,0,0.9764303654576328,1.0
78,>=2,2,0.9790761221969809,8.0
78,>=2,3,0.9285714285714286,21.0
78,>=2,4,0.8410414396768209,55.0
78,>=2,5,,149.0
79,0-1,0,0.9640717047691489,1.0
79,0-1,2,0.9841347282565626,8.0
79,0-1,3,0.9707327902557559,21.0
79,0-1,4,0.9304687704204508,55.0
79,0-1,5,0.8065186485053976,149.0
79,>=2,0,0.9797711473579116,1.0
79,>=2,2,0.9479185664656661,8.0
79,>=2,3,0.9259833309205459,21.0
79,>=2,4,0.9117822753712839,55.0
79,>=2,5,,149.0
80,0-1,0,0.9571165487915716,1.0
80,0-1,2,0.8574625629244286,8.0
80,0-1,3,0.886403425338876,21.0
80,0-1,4,0.8102342636802429,55.0
80,0-1,5,0.5715840221193486,149.0
80,>=2,0,0.9289961580983079,1.0
80,>=2,2,0.9417122511303242,8.0
80,>=2,3,0.8251252656481859,21.0
80,>=2,4,0.7647488752555611,55.0
80,>=2,5,,149.0
81,0-1,0,0.9180306468670992,1.0
81,0-1,2,0.8593276678716106,8.0
81,0-1,3,0.8414783686014196,21.0
81,0-1,4,0.8044110996091961,55.0
81,0-1,5,0.7841128395958122,149.0
81,>=2,0,0.9695960114776146,1.0
81,>=2,2,0.9103076691458514,8.0
81,>=2,3,0.8539539846570767,21.0
81,>=2,4,0.5805091566420706,55.0
81,>=2,5,,149.0
83,0-1,0,0.7852396905618937,1.0
83,0-1,2,0.7252943457163593,8.0
83,0-1,3,0.7675877923915322,21.0
83,0-1,4,0.7290827628534305,55.0
83,0-1,5,0.31469725672418325,149.0
83,>=2,0,0.7549645310912988,1.0
83,>=2,2,0.7090079858604148,8.0
83,>=2,3,0.7022900928346508,21.0
83,>=2,4,0.7258249492768213,55.0
83,>=2,5,0.5165220332668091,149.0
85,0-1,0,0.6454460833805663,1.0
85,0-1,2,0.3913175711298856,8.0
85,0-1,3,0.5614694974442297,21.0
85,0-1,4,0.4805798369466749,55.0
85,0-1,5,0.5753002364462275,149.0
85,>=2,0,0.5422336274729139,1.0
85,>=2,2,0.4985460522717382,8.0
85,>=2,3,0.6541569487089731,21.0
85,>=2,4,0.48714186666751774,55.0
85,>=2,5,,149.0
87,0-1,0,0.7477241798102947,1.0
87,0-1,2,0.7715455253183161,8.0
87,0-1,3,0.7618655509987263,21.0
87,0-1,4,0.6753369788853019,55.0
87,0-1,5,0.5169262136165219,149.0
87,>=2,0,0.6515469335453468,1.0
87,>=2,2,0.6670079353431134,8.0
87,>=2,3,0.6533552090428253,21.0
87,>=2,4,0.8337992865991428,55.0
87,>=2,5,,149.0
88,0-1,0,0.5480479784890454,1.0
88,0-1,2,0.6132674326661036,8.0
88,0-1,3,0.5645129258309937,21.0
88,0-1,4,0.4513130968986829,55.0
88,0-1,5,0.4921137459602147,149.0
88,>=2,0,0.4766981175828632,1.0
88,>=2,2,0.3276447409947898,8.0
88,>=2,3,0.31183913820503795,21.0
88,>=2,4,0.4365232074443091,55.0
88,>=2,5,0.7450683487094977,149.0
89,0-1,0,0.4279333463314208,1.0
89,0-1,2,0.5612482237756917,8.0
89,0-1,3,0.425651325411026,21.0
89,0-1,4,0.3988450067705401,55.0
89,0-1,5,,149.0
89,>=2,0,0.47095698463219315,1.0
