1170445646974	0	B	Logging Begins
1170445647027	0	Face association experiment
1170445647027	0	SESS_START	0
1170445777047	0	1	study	1	1	11	TOM	-2	-2	-2	-2	-2
1170445783063	0	2	study	1	1	2	JOE	-2	-2	-2	-2	-2
1170445789070	0	3	study	1	1	1	DAN	-2	-2	-2	-2	-2
1170445795078	0	4	study	1	1	15	RICH	-2	-2	-2	-2	-2
1170445801088	0	5	study	1	1	10	CHARLES	-2	-2	-2	-2	-2
1170445807100	0	6	study	1	1	8	ROB	-2	-2	-2	-2	-2
1170445813205	0	7	study	1	1	12	KEN	-2	-2	-2	-2	-2
1170445819213	0	8	study	1	1	6	PAUL	-2	-2	-2	-2	-2
1170445825221	0	9	study	1	1	7	GEORGE	-2	-2	-2	-2	-2
1170445831235	0	10	study	1	1	0	MARK	-2	-2	-2	-2	-2
1170445837243	0	11	study	1	1	9	CHRIS	-2	-2	-2	-2	-2
1170445843254	0	12	study	1	1	13	JIM	-2	-2	-2	-2	-2
1170445849261	0	13	study	1	1	5	DAVE	-2	-2	-2	-2	-2
1170445855268	0	14	study	1	1	14	BILL	-2	-2	-2	-2	-2
1170445861275	0	15	study	1	1	3	JOHN	-2	-2	-2	-2	-2
1170445867283	0	16	study	1	1	4	MIKE	-2	-2	-2	-2	-2
1170445875108	0	1	test	1	1	6	PAUL	6	1	-2	-2	-2
1170445877588	0	1	resp	1	1	6	PAUL	6	1	6	1	2480
1170445881112	0	2	test	1	1	1	CHRIS	9	0	-2	-2	-2
1170445884147	0	2	resp	1	1	1	CHRIS	9	0	5	0	3035
1170445887116	0	3	test	1	1	10	KEN	12	0	-2	-2	-2
1170445889459	0	3	resp	1	1	10	KEN	12	0	1	1	2343
1170445893120	0	4	test	1	1	8	ROB	8	1	-2	-2	-2
1170445894667	0	4	resp	1	1	8	ROB	8	1	6	1	1547
1170445899124	0	5	test	1	1	13	MIKE	4	0	-2	-2	-2
1170445901859	0	5	resp	1	1	13	MIKE	4	0	3	1	2735
1170445905128	0	6	test	1	1	15	RICH	15	1	-2	-2	-2
1170445907459	0	6	resp	1	1	15	RICH	15	1	1	0	2331
1170445911132	0	7	test	1	1	4	GEORGE	7	0	-2	-2	-2
1170445913674	0	7	resp	1	1	4	GEORGE	7	0	1	1	2542
