103	1	0	1	VA084	_OLD_	6	-999	59	6	705
103	1	0	2	GBEN253	_OLD_	5	-1	61	6	936
103	1	0	3	ONTO011	_OLD_	3	-2	64	6	678
103	1	0	4	ISBO1	_NEW_	-99	-999	-9999	4	1461
103	1	0	5	PAGETT11	_OLD_	38	-999	31	5	1799
103	1	0	6	CMMKT	_NEW_	-99	-999	-9999	1	1386
103	1	0	7	BCV032	_OLD_	60	-999	11	6	941
103	1	0	8	THA279	_OLD_	42	-18	30	6	778
103	1	0	9	VNPSMCT	_NEW_	-99	-999	-9999	5	1506
103	1	0	10	IL621	_OLD_	55	-999	19	6	876
103	1	0	11	IRLKYL2	_NEW_	-99	-999	-9999	2	2816
103	1	0	12	TZA086	_NEW_	-99	-999	-9999	1	1234
103	1	0	13	GR508	_OLD_	64	-999	13	6	1007
103	1	0	14	WI057	_OLD_	18	-46	60	6	874
103	1	0	15	NVLV026	_OLD_	22	4	57	6	1107
103	1	0	16	KEN271	_NEW_	-99	-999	-9999	1	1339
103	1	0	17	MAL485	_OLD_	14	-999	67	6	1309
103	1	0	18	IRNBUSH1	_NEW_	-99	-999	-9999	2	2057
103	1	0	19	MIGF6	_NEW_	-99	-999	-9999	2	1705
103	1	0	20	IRNDML3	_OLD_	10	-999	74	6	913
103	1	0	21	ONTO003	_OLD_	28	18	57	5	1718
103	1	0	22	DKARHM1	_NEW_	-99	-999	-9999	6	1738
103	1	0	23	OXHIGHST	_NEW_	-99	-999	-9999	5	2023
103	1	0	24	AZTSBH2	_NEW_	-99	-999	-9999	4	1735
103	1	0	25	NLGTH8	_NEW_	-99	-999	-9999	2	2032
103	1	0	26	SCCH10	_OLD_	62	-999	28	6	852
103	1	0	27	SVPTVER	_OLD_	53	-9	38	2	1821
103	1	0	28	KEN133	_OLD_	16	-37	76	6	1010
103	1	0	29	CHN684	_OLD_	11	-5	82	6	814
103	1	0	30	MXMAL2	_NEW_	-99	-999	-9999	2	2181
103	1	0	31	KEN439	_NEW_	-99	-999	-9999	1	904
103	1	0	32	GR305	_OLD_	7	-999	89	2	1406
103	1	0	33	ISTOTHR2	_NEW_	-99	-999	-9999	2	1760
103	1	0	34	NYC093	_OLD_	37	-999	61	4	2129
103	1	0	35	I1041	_NEW_	-99	-999	-9999	5	2422
103	1	0	36	ONOT027	_OLD_	8	-999	92	4	2012
103	1	0	37	CTPH1	_OLD_	30	22	71	6	985
103	1	0	38	GLOLDSTN	_OLD_	27	-3	75	5	1292
103	1	0	39	INA117	_NEW_	-99	-999	-9999	2	1257
103	1	0	40	ISBLMOS1	_OLD_	49	-999	55	2	2104
103	1	0	41	MADPAL3	_NEW_	-99	-999	-9999	3	1980
103	1	0	42	DVHOVERC	_NEW_	-99	-999	-9999	2	1456
103	1	0	43	ONOT120	_NEW_	-99	-999	-9999	2	2685
103	1	0	44	RI033	_OLD_	48	-999	60	6	1908
103	1	0	45	WYYEL6	_NEW_	-99	-999	-9999	2	2246
103	1	0	46	HIK317	_NEW_	-99	-999	-9999	1	1248
