1160153629174	0	1	 study	1	1	4	MIKE
1160153635200	0	2	 study	1	1	12	MARK
1160153641226	0	3	 study	1	1	13	TOM
1160153647239	0	4	 study	1	1	3	ROB
1160153653266	0	5	 study	1	1	6	JOHN
1160153659293	0	6	 study	1	1	2	BILL
1160153665320	0	7	 study	1	1	10	JIM
1160153671346	0	8	 study	1	1	9	PAUL
1160153679773	0	-99	 record	1	1	-99	
1160153680813	0	1	 test	1	1	10	JIM
1160153686840	0	2	 test	1	1	9	PAUL
1160153692867	0	3	 test	1	1	3	ROB
1160153698893	0	4	 test	1	1	6	JOHN
1160153704920	0	5	 test	1	1	4	MIKE
1160153710947	0	6	 test	1	1	12	MARK
1160153716974	0	7	 test	1	1	13	TOM
1160153723001	0	8	 test	1	1	2	BILL
1160153738001	0	1	 study	1	2	6	JOHN
1160153744028	0	2	 study	1	2	9	PAUL
1160153750055	0	3	 study	1	2	10	JIM
1160153756082	0	4	 study	1	2	13	TOM
1160153762108	0	5	 study	1	2	2	BILL
1160153768135	0	6	 study	1	2	12	MARK
1160153774162	0	7	 study	1	2	3	ROB
1160153780175	0	8	 study	1	2	4	MIKE
1160153787428	0	-99	 record	1	2	-99	
1160153788468	0	1	 test	1	2	3	ROB
1160153794494	0	2	 test	1	2	10	JIM
1160153800521	0	3	 test	1	2	12	MARK
1160153806548	0	4	 test	1	2	2	BILL
1160153812575	0	5	 test	1	2	13	TOM
1160153818601	0	6	 test	1	2	6	JOHN
1160153824628	0	7	 test	1	2	4	MIKE
1160153830655	0	8	 test	1	2	9	PAUL
1160153844308	0	1	 study	1	3	2	BILL
1160153850322	0	2	 study	1	3	13	TOM
1160153856348	0	3	 study	1	3	10	JIM
1160153862375	0	4	 study	1	3	12	MARK
1160153868402	0	5	 study	1	3	6	JOHN
1160153874429	0	6	 study	1	3	4	MIKE
1160153880455	0	7	 study	1	3	9	PAUL
1160153886482	0	8	 study	1	3	3	ROB
1160153898398	0	-99	 record	1	3	-99	
1160153899429	0	1	 test	1	3	4	MIKE
1160153905456	0	2	 test	1	3	10	JIM
1160153911482	0	3	 test	1	3	12	MARK
1160153917509	0	4	 test	1	3	13	TOM
1160153923536	0	5	 test	1	3	2	BILL
1160153929562	0	6	 test	1	3	6	JOHN
1160153935589	0	7	 test	1	3	3	ROB
1160153941603	0	8	 test	1	3	9	PAUL
1160153954856	0	1	 study	1	4	4	MIKE
1160153960883	0	2	 study	1	4	2	BILL
1160153966910	0	3	 study	1	4	10	JIM
1160153972936	0	4	 study	1	4	12	MARK
1160153978963	0	5	 study	1	4	3	ROB
1160153984990	0	6	 study	1	4	9	PAUL
1160153991004	0	7	 study	1	4	13	TOM
1160153997031	0	8	 study	1	4	6	JOHN
1160154009363	0	-99	 record	1	4	-99	
1160154010403	0	1	 test	1	4	12	MARK
1160154016430	0	2	 test	1	4	2	BILL
1160154022457	0	3	 test	1	4	9	PAUL
1160154028484	0	4	 test	1	4	13	TOM
1160154034510	0	5	 test	1	4	3	ROB
1160154040537	0	6	 test	1	4	4	MIKE
1160154046564	0	7	 test	1	4	10	JIM
1160154052590	0	8	 test	1	4	6	JOHN
1160154062857	0	1	 study	1	5	13	TOM
1160154068884	0	2	 study	1	5	4	MIKE
1160154074911	0	3	 study	1	5	9	PAUL
1160154080924	0	4	 study	1	5	12	MARK
1160154086951	0	5	 study	1	5	3	ROB
1160154092978	0	6	 study	1	5	2	BILL
1160154099005	0	7	 study	1	5	6	JOHN
1160154105032	0	8	 study	1	5	10	JIM
1160154113059	0	-99	 record	1	5	-99	
1160154114099	0	1	 test	1	5	4	MIKE
1160154120126	0	2	 test	1	5	9	PAUL
1160154126152	0	3	 test	1	5	2	BILL
1160154132179	0	4	 test	1	5	3	ROB
1160154138206	0	5	 test	1	5	13	TOM
1160154144231	0	6	 test	1	5	12	MARK
1160154150258	0	7	 test	1	5	6	JOHN
1160154156285	0	8	 test	1	5	10	JIM
1160154164658	0	1	 study	1	6	2	BILL
1160154170685	0	2	 study	1	6	9	PAUL
1160154176712	0	3	 study	1	6	12	MARK
1160154182725	0	4	 study	1	6	4	MIKE
1160154188752	0	5	 study	1	6	13	TOM
1160154194792	0	6	 study	1	6	6	JOHN
1160154200805	0	7	 study	1	6	3	ROB
1160154206819	0	8	 study	1	6	10	JIM
1160154217140	0	-99	 record	1	6	-99	
1160154218180	0	1	 test	1	6	13	TOM
1160154224207	0	2	 test	1	6	9	PAUL
1160154230219	0	3	 test	1	6	10	JIM
1160154236232	0	4	 test	1	6	12	MARK
1160154242246	0	5	 test	1	6	3	ROB
1160154248273	0	6	 test	1	6	6	JOHN
1160154254299	0	7	 test	1	6	2	BILL
1160154260326	0	8	 test	1	6	4	MIKE
1160154269873	0	1	 study	1	7	3	ROB
1160154275900	0	2	 study	1	7	10	JIM
1160154281926	0	3	 study	1	7	2	BILL
1160154287953	0	4	 study	1	7	13	TOM
1160154293993	0	5	 study	1	7	12	MARK
1160154300021	0	6	 study	1	7	9	PAUL
1160154306034	0	7	 study	1	7	6	JOHN
1160154312048	0	8	 study	1	7	4	MIKE
1160154318860	0	-99	 record	1	7	-99	
1160154319900	0	1	 test	1	7	4	MIKE
1160154325927	0	2	 test	1	7	13	TOM
1160154331953	0	3	 test	1	7	10	JIM
