subject,condition,n,A_yes1yes2,B_yes1no2,C_no1yes2,D_no1no2,p_yes1,p_yes2,Q_reported_smoothed,Q_unsmoothed,resolution,n_alt_combinations,note
52,IntactPair,2,2,0,0,0,1.0,1.0,0.666667,,B: sum(n)=25 satisfied; rl solved separately,1,
52,ItemPair,7,4,0,2,1,0.5714285714285714,0.8571428571428571,0.6875,1.0,B: sum(n)=25 satisfied; rl solved separately,1,
52,PairItem,5,2,2,1,0,0.8,0.6,-0.5,-1.0,B: sum(n)=25 satisfied; rl solved separately,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
52,RepeatedLure,2,0,0,0,2,0.0,0.0,0.666667,,B: sum(n)=25 satisfied; rl solved separately,1,
53,SameItem,5,3,0,1,1,0.6,0.8,0.75,1.0,A: sum(n)=25 and rl identity satisfied,2,
53,DifferentItem,5,4,0,1,0,0.8,1.0,0.5,,A: sum(n)=25 and rl identity satisfied,2,
53,IntactPair,3,3,0,0,0,1.0,1.0,0.75,,A: sum(n)=25 and rl identity satisfied,2,
53,ItemPair,7,4,2,0,1,0.8571428571428571,0.5714285714285714,0.6875,1.0,A: sum(n)=25 and rl identity satisfied,2,
53,PairItem,5,4,1,0,0,1.0,0.8,0.5,,A: sum(n)=25 and rl identity satisfied,2,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
53,RepeatedLure,1,0,0,0,1,0.0,0.0,0.5,,A: sum(n)=25 and rl identity satisfied,2,
54,SameItem,5,3,0,2,0,0.6,1.0,0.166667,,A: sum(n)=25 and rl identity satisfied,2,
54,DifferentItem,4,0,1,0,3,0.25,0.0,0.4,,A: sum(n)=25 and rl identity satisfied,2,
54,IntactPair,3,2,0,1,0,0.6666666666666666,1.0,0.25,,A: sum(n)=25 and rl identity satisfied,2,
54,ItemPair,8,6,1,0,1,0.875,0.75,0.857143,1.0,A: sum(n)=25 and rl identity satisfied,2,
54,PairItem,5,4,1,0,0,1.0,0.8,0.5,,A: sum(n)=25 and rl identity satisfied,2,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
54,RepeatedLure,1,0,0,1,0,0.0,1.0,-0.5,,A: sum(n)=25 and rl identity satisfied,2,
55,SameItem,3,3,0,0,0,1.0,1.0,0.75,,B: sum(n)=25 satisfied; rl solved separately,1,
55,DifferentItem,6,4,1,1,0,0.8333333333333334,0.8333333333333334,0.0,-1.0,B: sum(n)=25 satisfied; rl solved separately,1,
55,IntactPair,3,2,0,0,1,0.6666666666666666,0.6666666666666666,0.875,1.0,B: sum(n)=25 satisfied; rl solved separately,1,
55,ItemPair,7,5,0,1,1,0.7142857142857143,0.8571428571428571,0.833333,1.0,B: sum(n)=25 satisfied; rl solved separately,1,
55,PairItem,6,5,0,0,1,0.8333333333333334,0.8333333333333334,0.941176,1.0,B: sum(n)=25 satisfied; rl solved separately,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
55,RepeatedLure,2,0,0,0,2,0.0,0.0,0.666667,,B: sum(n)=25 satisfied; rl solved separately,1,
56,SameItem,5,5,0,0,0,1.0,1.0,0.833333,,B: sum(n)=25 satisfied; rl solved separately,2,
56,DifferentItem,5,5,0,0,0,1.0,1.0,0.833333,,B: sum(n)=25 satisfied; rl solved separately,2,
56,IntactPair,3,3,0,0,0,1.0,1.0,0.75,,B: sum(n)=25 satisfied; rl solved separately,2,
56,ItemPair,6,4,1,1,0,0.8333333333333334,0.8333333333333334,0.0,-1.0,B: sum(n)=25 satisfied; rl solved separately,2,
56,PairItem,6,4,1,1,0,0.8333333333333334,0.8333333333333334,0.0,-1.0,B: sum(n)=25 satisfied; rl solved separately,2,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
56,RepeatedLure,2,0,0,0,2,0.0,0.0,0.666667,,B: sum(n)=25 satisfied; rl solved separately,2,
57,SameItem,5,3,0,2,0,0.6,1.0,0.166667,,C: fell back to per-condition solve,0,
57,DifferentItem,7,6,0,0,1,0.8571428571428571,0.8571428571428571,0.95,1.0,C: fell back to per-condition solve,0,n=7 exceeds design slot 6
57,IntactPair,2,2,0,0,0,1.0,1.0,0.666667,,C: fell back to per-condition solve,0,
57,ItemPair,7,7,0,0,0,1.0,1.0,0.875,,C: fell back to per-condition solve,0,
57,PairItem,4,4,0,0,0,1.0,1.0,0.8,,C: fell back to per-condition solve,0,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
57,RepeatedLure,1,0,0,0,1,0.0,0.0,0.5,,C: fell back to per-condition solve,0,
58,SameItem,4,3,0,0,1,0.75,0.75,0.909091,1.0,B: sum(n)=25 satisfied; rl solved separately,1,
58,DifferentItem,3,0,3,0,0,1.0,0.0,-0.75,,B: sum(n)=25 satisfied; rl solved separately,1,
58,IntactPair,3,3,0,0,0,1.0,1.0,0.75,,B: sum(n)=25 satisfied; rl solved separately,1,
58,ItemPair,9,6,2,1,0,0.8888888888888888,0.7777777777777778,-0.071429,-1.0,B: sum(n)=25 satisfied; rl solved separately,1,
58,PairItem,6,2,2,2,0,0.6666666666666666,0.6666666666666666,-0.666667,-1.0,B: sum(n)=25 satisfied; rl solved separately,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
58,RepeatedLure,3,0,0,0,3,0.0,0.0,0.75,,B: sum(n)=25 satisfied; rl solved separately,1,
59,SameItem,5,5,0,0,0,1.0,1.0,0.833333,,B: sum(n)=25 satisfied; rl solved separately,1,
59,DifferentItem,4,3,1,0,0,1.0,0.75,0.4,,B: sum(n)=25 satisfied; rl solved separately,1,
59,IntactPair,3,1,0,1,1,0.3333333333333333,0.6666666666666666,0.5,1.0,B: sum(n)=25 satisfied; rl solved separately,1,
59,ItemPair,7,4,0,3,0,0.5714285714285714,1.0,0.125,,B: sum(n)=25 satisfied; rl solved separately,1,
59,PairItem,6,6,0,0,0,1.0,1.0,0.857143,,B: sum(n)=25 satisfied; rl solved separately,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
59,RepeatedLure,2,0,0,2,0,0.0,1.0,-0.666667,,B: sum(n)=25 satisfied; rl solved separately,1,
60,SameItem,6,6,0,0,0,1.0,1.0,0.857143,,A: sum(n)=25 and rl identity satisfied,1,
60,DifferentItem,5,2,1,2,0,0.6,0.8,-0.5,-1.0,A: sum(n)=25 and rl identity satisfied,1,
60,IntactPair,2,2,0,0,0,1.0,1.0,0.666667,,A: sum(n)=25 and rl identity satisfied,1,
60,ItemPair,6,6,0,0,0,1.0,1.0,0.857143,,A: sum(n)=25 and rl identity satisfied,1,
60,PairItem,6,6,0,0,0,1.0,1.0,0.857143,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
60,RepeatedLure,1,0,0,0,1,0.0,0.0,0.5,,A: sum(n)=25 and rl identity satisfied,1,
61,SameItem,4,2,0,0,2,0.5,0.5,0.923077,1.0,C: fell back to per-condition solve,0,
61,DifferentItem,7,6,0,1,0,0.8571428571428571,1.0,0.625,,C: fell back to per-condition solve,0,n=7 exceeds design slot 6
61,IntactPair,3,3,0,0,0,1.0,1.0,0.75,,C: fell back to per-condition solve,0,
61,ItemPair,7,7,0,0,0,1.0,1.0,0.875,,C: fell back to per-condition solve,0,
61,PairItem,4,4,0,0,0,1.0,1.0,0.8,,C: fell back to per-condition solve,0,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
61,RepeatedLure,1,0,0,0,1,0.0,0.0,0.5,,C: fell back to per-condition solve,0,
62,SameItem,4,3,0,0,1,0.75,0.75,0.909091,1.0,A: sum(n)=25 and rl identity satisfied,1,
62,DifferentItem,6,3,1,1,1,0.6666666666666666,0.6666666666666666,0.4,0.5,A: sum(n)=25 and rl identity satisfied,1,
62,IntactPair,3,3,0,0,0,1.0,1.0,0.75,,A: sum(n)=25 and rl identity satisfied,1,
62,ItemPair,6,4,0,2,0,0.6666666666666666,1.0,0.285714,,A: sum(n)=25 and rl identity satisfied,1,
62,PairItem,6,4,2,0,0,1.0,0.6666666666666666,0.285714,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
62,RepeatedLure,2,0,0,0,2,0.0,0.0,0.666667,,A: sum(n)=25 and rl identity satisfied,1,
63,SameItem,3,3,0,0,0,1.0,1.0,0.75,,C: fell back to per-condition solve,0,
63,DifferentItem,6,6,0,0,0,1.0,1.0,0.857143,,C: fell back to per-condition solve,0,
63,IntactPair,1,1,0,0,0,1.0,1.0,0.5,,C: fell back to per-condition solve,0,
63,ItemPair,6,6,0,0,0,1.0,1.0,0.857143,,C: fell back to per-condition solve,0,
63,PairItem,6,6,0,0,0,1.0,1.0,0.857143,,C: fell back to per-condition solve,0,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
63,RepeatedLure,1,0,0,0,1,0.0,0.0,0.5,,C: fell back to per-condition solve,0,
