1171051941687	0	B	Logging Begins
1171051941687	0	INSTRUCTIONSTART	JointRoller	/Library/Frameworks/Python.framework/Versions/2.4/lib/python2.4/site-packages/pyepl/resources/vera.ttf	51	(0, 0, 0)	'This study will analyze your memory for face items. A star (*) will be\nshown to warn you that the trial is about to begin.  After the study\nitem you see a probe, and you are asked to indicate whether the probe\nis identical to the study item. \n\nYou will respond on the keyboard, with a confidence judgment between 1\nand 6.  A judgment of 6 indicates that you are near certain that the\nprobe is identical to the study item, a judgment of 5 indicates moderate \nconfidence, and a judgment of 4 indicates that you think that the probe\nis identical, but are quite unsure.  A judgment of 1 indicates that you\nare near certain that the probe is NOT identical to the study item, a \njudgment of 2 indicates moderate confidence, and a judgment of 3 indicates\nthat you think that the probe is NOT identical, but are quite unsure.\n\nSo, judgments of 4, 5, and 6 all indicate "YES"; 1, 2, and 3 all indicate\n"NO".\n\nYou should rest your fingers on the bottom row of the keyboard.  "Z", "X", \nand "C" will correspond to confidence judgments of 1, 2, and 3, \nrespectively.  "," "." and "/" will correspond to judgments of 4, 5, and \n6, respectively.\n\nRESPOND AS QUICKLY AS YOU CAN WITHOUT COMPROMISING YOUR ACCURACY.\n\nYou will do two blocks, each consisting of 32 trials.\n\nLet\'s proceed!\n\n'
1171051941743	1	INSTRUCTIONSCROLL	0
1171051963467	1	INSTRUCTIONSCROLL	1
1171051963484	1	INSTRUCTIONSCROLL	3
1171051963500	1	INSTRUCTIONSCROLL	6
1171051963517	1	INSTRUCTIONSCROLL	10
1171051963534	1	INSTRUCTIONSCROLL	13
1171051963550	1	INSTRUCTIONSCROLL	16
1171051963567	1	INSTRUCTIONSCROLL	20
1171051963584	1	INSTRUCTIONSCROLL	23
1171051963600	1	INSTRUCTIONSCROLL	26
1171051963617	1	INSTRUCTIONSCROLL	30
1171051963850	1	INSTRUCTIONSCROLL	31
1171051963867	1	INSTRUCTIONSCROLL	35
1171051963884	1	INSTRUCTIONSCROLL	38
1171051963900	1	INSTRUCTIONSCROLL	41
1171051963917	1	INSTRUCTIONSCROLL	45
1171051963934	1	INSTRUCTIONSCROLL	48
1171051963950	1	INSTRUCTIONSCROLL	51
1171051963966	1	INSTRUCTIONSCROLL	55
1171051963983	1	INSTRUCTIONSCROLL	58
1171051964000	1	INSTRUCTIONSCROLL	61
1171051964017	1	INSTRUCTIONSCROLL	65
1171051964034	1	INSTRUCTIONSCROLL	68
1171051964050	1	INSTRUCTIONSCROLL	71
1171051964067	1	INSTRUCTIONSCROLL	75
1171051964084	1	INSTRUCTIONSCROLL	78
1171051964100	1	INSTRUCTIONSCROLL	81
1171051964117	1	INSTRUCTIONSCROLL	85
