1170864013752	0	B	Logging Begins
1170864013753	0	INSTRUCTIONSTART	JointRoller	/Library/Frameworks/Python.framework/Versions/2.4/lib/python2.4/site-packages/pyepl/resources/vera.ttf	51	(0, 0, 0)	'This study will analyze your memory for face items. A star (*) will be\nshown to warn you that the trial is about to begin.  After the study\nitem you see a probe, and you are asked to indicate whether the probe\nis identical to the study item. \n\nYou will respond on the keyboard, with a confidence judgment between 1\nand 6.  A judgment of 6 indicates that you are near certain that the\nprobe is identical to the study item, a judgment of 5 indicates moderate \nconfidence, and a judgment of 4 indicates that you think that the probe\nis identical, but are quite unsure.  A judgment of 1 indicates that you\nare near certain that the probe is NOT identical to the study item, a \njudgment of 2 indicates moderate confidence, and a judgment of 3 indicates\nthat you think that the probe is NOT identical, but are quite unsure.\n\nSo, judgments of 4, 5, and 6 all indicate "YES"; 1, 2, and 3 all indicate\n"NO".\n\nYou should rest your fingers on the bottom row of the keyboard.  "Z", "X", \nand "C" will correspond to confidence judgments of 1, 2, and 3, \nrespectively.  "," "." and "/" will correspond to judgments of 4, 5, and \n6, respectively.\n\nRESPOND AS QUICKLY AS YOU CAN WITHOUT COMPROMISING YOUR ACCURACY.\n\nYou will do two blocks, each consisting of 32 trials.\n\nLet\'s proceed!\n\n'
1170864013808	1	INSTRUCTIONSCROLL	0
1170864016208	1	INSTRUCTIONSCROLL	1
1170864016225	1	INSTRUCTIONSCROLL	5
1170864016241	1	INSTRUCTIONSCROLL	9
1170864016258	1	INSTRUCTIONSCROLL	12
1170864016341	1	INSTRUCTIONSCROLL	13
1170864016358	1	INSTRUCTIONSCROLL	15
1170864016375	1	INSTRUCTIONSCROLL	19
1170864016391	1	INSTRUCTIONSCROLL	22
1170864016541	1	INSTRUCTIONSCROLL	23
1170864016558	1	INSTRUCTIONSCROLL	25
1170864016575	1	INSTRUCTIONSCROLL	28
1170864016591	1	INSTRUCTIONSCROLL	32
1170864016611	1	INSTRUCTIONSCROLL	35
1170864016625	1	INSTRUCTIONSCROLL	39
1170864016791	1	INSTRUCTIONSCROLL	38
1170864016808	1	INSTRUCTIONSCROLL	35
1170864016825	1	INSTRUCTIONSCROLL	32
1170864016841	1	INSTRUCTIONSCROLL	29
1170864016858	1	INSTRUCTIONSCROLL	25
1170864016875	1	INSTRUCTIONSCROLL	22
1170864016974	1	INSTRUCTIONSCROLL	21
