subject_ID,roll_cat_len_level,log_lag_disp,new num,old num,new yes,old yes,far,hr,far_adj,hr_adj,z_hr,z_far,dprime
8,>=2,21.0,22.0,5.0,3.0,4.0,0.13636363636363635,0.8,0.15217391304347827,0.75,0.6744897501960817,-1.0271542729149996,1.7016440231110814
8,>=2,55.0,15.0,1.0,4.0,1.0,0.26666666666666666,1.0,0.28125,0.75,0.6744897501960817,-0.579132162255556,1.2536219124516377
8,>=2,149.0,3.0,,0.0,,0.0,,0.125,,,-1.1503493803760079,
9,0-1,1.0,28.0,14.0,5.0,10.0,0.17857142857142858,0.7142857142857143,0.1896551724137931,0.7,0.5244005127080407,-0.8791677184445701,1.4035682311526108
9,0-1,8.0,42.0,43.0,9.0,27.0,0.21428571428571427,0.627906976744186,0.22093023255813954,0.625,0.31863936396437514,-0.7690553294512796,1.0876946934156548
9,0-1,21.0,53.0,76.0,11.0,50.0,0.20754716981132076,0.6578947368421053,0.21296296296296297,0.6558441558441559,0.4011472862273944,-0.7961825717773924,1.1973298580047866
9,0-1,55.0,23.0,47.0,6.0,26.0,0.2608695652173913,0.5531914893617021,0.2708333333333333,0.5520833333333334,0.13092664893666786,-0.6102946101863327,0.7412212591230005
9,0-1,149.0,,3.0,,3.0,,1.0,,0.875,1.1503493803760079,,
9,>=2,1.0,12.0,23.0,3.0,17.0,0.25,0.7391304347826086,0.2692307692307692,0.7291666666666666,0.6102946101863326,-0.6151411045959735,1.225435714782306
9,>=2,8.0,23.0,22.0,7.0,16.0,0.30434782608695654,0.7272727272727273,0.3125,0.717391304347826,0.5751092812784381,-0.4887764111146695,1.0638856923931077
9,>=2,21.0,30.0,11.0,12.0,8.0,0.4,0.7272727272727273,0.4032258064516129,0.7083333333333334,0.5485222826980981,-0.2450062230373207,0.7935285057354188
9,>=2,55.0,14.0,1.0,5.0,1.0,0.35714285714285715,1.0,0.36666666666666664,0.75,0.6744897501960817,-0.3406948270877956,1.0151845772838772
10,0-1,1.0,15.0,6.0,3.0,5.0,0.2,0.8333333333333334,0.21875,0.7857142857142857,0.7916386077433746,-0.7764217611479277,1.5680603688913024
10,0-1,8.0,31.0,33.0,1.0,26.0,0.03225806451612903,0.7878787878787878,0.046875,0.7794117647058824,0.7702080818754757,-1.6759397227734438,2.44614780464892
10,0-1,21.0,46.0,75.0,2.0,49.0,0.043478260869565216,0.6533333333333333,0.05319148936170213,0.6513157894736842,0.3888752642829679,-1.614666302414813,2.003541566697781
10,0-1,55.0,57.0,71.0,7.0,33.0,0.12280701754385964,0.4647887323943662,0.12931034482758622,0.4652777777777778,-0.08714588195686,-1.1296572209152815,1.0425113389584215
10,0-1,149.0,10.0,26.0,1.0,10.0,0.1,0.38461538461538464,0.13636363636363635,0.3888888888888889,-0.28221614706250814,-1.0968035620935135,0.8145874150310053
10,>=2,1.0,9.0,16.0,2.0,14.0,0.2222222222222222,0.875,0.25,0.8529411764705882,1.0491313979639707,-0.6744897501960817,1.7236211481600523
10,>=2,8.0,14.0,14.0,5.0,12.0,0.35714285714285715,0.8571428571428571,0.36666666666666664,0.8333333333333334,0.967421566101701,-0.3406948270877956,1.3081163931894966
10,>=2,21.0,23.0,7.0,4.0,6.0,0.17391304347826086,0.8571428571428571,0.1875,0.8125,0.887146559018876,-0.887146559018876,1.774293118037752
10,>=2,55.0,24.0,6.0,1.0,2.0,0.041666666666666664,0.3333333333333333,0.06,0.35714285714285715,-0.36610635680056963,-1.5547735945968535,1.188667237796284
10,>=2,149.0,10.0,1.0,4.0,1.0,0.4,1.0,0.4090909090909091,0.75,0.6744897501960817,-0.22988411757923205,0.9043738677753137
11,0-1,1.0,21.0,8.0,5.0,7.0,0.23809523809523808,0.875,0.25,0.8333333333333334,0.967421566101701,-0.6744897501960817,1.6419113162977828
11,0-1,8.0,39.0,45.0,10.0,43.0,0.2564102564102564,0.9555555555555556,0.2625,0.9456521739130435,1.6040834827675028,-0.6356570136975827,2.2397404964650853
11,0-1,21.0,60.0,71.0,12.0,68.0,0.2,0.9577464788732394,0.20491803278688525,0.9513888888888888,1.6584720610356272,-0.8241821539963763,2.4826542150320035
11,0-1,55.0,57.0,93.0,12.0,87.0,0.21052631578947367,0.9354838709677419,0.21551724137931033,0.9308510638297872,1.4821594536534701,-0.7874226657008152,2.2695821193542853
11,0-1,149.0,13.0,21.0,2.0,18.0,0.15384615384615385,0.8571428571428571,0.17857142857142858,0.8409090909090909,0.9982011721528863,-0.9208229763683788,1.9190241485212651
11,>=2,1.0,11.0,19.0,0.0,18.0,0.0,0.9473684210526315,0.041666666666666664,0.925,1.4395314709384563,-1.731664396122245,3.1711958670607014
11,>=2,8.0,11.0,9.0,2.0,8.0,0.18181818181818182,0.8888888888888888,0.20833333333333334,0.85,1.0364333894937898,-0.8122178014999129,1.8486511909937027
11,>=2,21.0,20.0,3.0,2.0,3.0,0.1,1.0,0.11904761904761904,0.875,1.1503493803760079,-1.1797611176118612,2.330110497987869
11,>=2,55.0,23.0,8.0,7.0,6.0,0.30434782608695654,0.75,0.3125,0.7222222222222222,0.5894557978497783,-0.4887764111146695,1.0782322089644478
11,>=2,149.0,8.0,,1.0,,0.125,,0.16666666666666666,,,-0.967421566101701,
12,0-1,1.0,56.0,31.0,31.0,16.0,0.5535714285714286,0.5161290322580645,0.5526315789473685,0.515625,0.039176085503097625,0.13231285227617132,-0.0931367667730737
12,0-1,8.0,38.0,40.0,22.0,20.0,0.5789473684210527,0.5,0.5769230769230769,0.5,0.0,0.1940281424239262,-0.1940281424239262
12,0-1,21.0,47.0,73.0,28.0,33.0,0.5957446808510638,0.4520547945205479,0.59375,0.4527027027027027,-0.11883585040329907,0.23720210932878769,-0.35603795973208674
12,0-1,55.0,12.0,20.0,7.0,13.0,0.5833333333333334,0.65,0.5769230769230769,0.6428571428571429,0.3661063568005698,0.1940281424239262,0.1720782143766436
12,0-1,149.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.6744897501960817,0.6744897501960817,0.0
12,>=2,1.0,32.0,59.0,23.0,33.0,0.71875,0.559322033898305,0.7121212121212122,0.5583333333333333,0.1467449554865486,0.5595922742274326,-0.41284731874088404
12,>=2,8.0,26.0,31.0,16.0,13.0,0.6153846153846154,0.41935483870967744,0.6111111111111112,0.421875,-0.1970990842943123,0.28221614706250825,-0.4793152313568205
12,>=2,21.0,17.0,10.0,10.0,6.0,0.5882352941176471,0.6,0.5833333333333334,0.5909090909090909,0.2298841175792322,0.21042839424792484,0.01945572333130735
12,>=2,55.0,7.0,4.0,4.0,1.0,0.5714285714285714,0.25,0.5625,0.3,-0.5244005127080409,0.1573106846101707,-0.6817111973182116
14,0-1,1.0,59.0,31.0,34.0,15.0,0.576271186440678,0.4838709677419355,0.575,0.484375,-0.039176085503097625,0.18911842627279238,-0.22829451177589
14,0-1,8.0,41.0,40.0,20.0,25.0,0.4878048780487805,0.625,0.4880952380952381,0.6219512195121951,0.31060942538225567,-0.029845242919239564,0.34045466830149523
14,0-1,21.0,50.0,77.0,24.0,37.0,0.48,0.4805194805194805,0.4803921568627451,0.4807692307692308,-0.04822307355592209,-0.04916937903955779,0.0009463054836356954
14,0-1,55.0,12.0,20.0,8.0,8.0,0.6666666666666666,0.4,0.6538461538461539,0.40476190476190477,-0.24104039388602685,0.3957252958144873,-0.6367656897005142
14,0-1,149.0,1.0,1.0,1.0,0.0,1.0,0.0,0.75,0.25,-0.6744897501960817,0.6744897501960817,-1.3489795003921634
14,>=2,1.0,31.0,59.0,15.0,28.0,0.4838709677419355,0.4745762711864407,0.484375,0.475,-0.06270677794321385,-0.039176085503097625,-0.02353069244011622
14,>=2,8.0,27.0,32.0,10.0,16.0,0.37037037037037035,0.5,0.375,0.5,0.0,-0.31863936396437514,0.31863936396437514
14,>=2,21.0,17.0,12.0,8.0,4.0,0.47058823529411764,0.3333333333333333,0.4722222222222222,0.34615384615384615,-0.3957252958144873,-0.06968492031845568,-0.3260403754960316
14,>=2,55.0,7.0,5.0,6.0,2.0,0.8571428571428571,0.4,0.8125,0.4166666666666667,-0.2104283942479247,0.887146559018876,-1.0975749532668007
16,0-1,1.0,31.0,10.0,3.0,9.0,0.0967741935483871,0.9,0.109375,0.8636363636363636,1.0968035620935135,-1.229858759216589,2.3266623213101028
16,0-1,8.0,39.0,51.0,3.0,43.0,0.07692307692307693,0.8431372549019608,0.0875,0.8365384615384616,0.9803303522249296,-1.3563117453352471,2.3366420975601767
16,0-1,21.0,46.0,69.0,5.0,54.0,0.10869565217391304,0.782608695652174,0.11702127659574468,0.7785714285714286,0.7673774314602017,-1.1900097671160506,1.957387198576252
16,0-1,55.0,33.0,50.0,5.0,33.0,0.15151515151515152,0.66,0.16176470588235295,0.6568627450980392,0.40391597334440915,-0.9872309919901757,1.391146965334585
16,0-1,149.0,,1.0,,1.0,,1.0,,0.75,0.6744897501960817,,
16,>=2,1.0,10.0,26.0,1.0,25.0,0.1,0.9615384615384616,0.13636363636363635,0.9444444444444444,1.59321881802305,-1.0968035620935135,2.6900223801165635
16,>=2,8.0,21.0,18.0,2.0,17.0,0.09523809523809523,0.9444444444444444,0.11363636363636363,0.9210526315789473,1.4121875789061633,-1.2074140502222022,2.6196016291283657
16,>=2,21.0,29.0,12.0,2.0,10.0,0.06896551724137931,0.8333333333333334,0.08333333333333333,0.8076923076923077,0.8694237732888861,-1.382994127100638,2.252417900389524
16,>=2,55.0,9.0,3.0,1.0,3.0,0.1111111111111111,1.0,0.15,0.875,1.1503493803760079,-1.0364333894937898,2.1867827698697977
17,0-1,1.0,31.0,13.0,27.0,10.0,0.8709677419354839,0.7692307692307693,0.859375,0.75,0.6744897501960817,1.0775155670402803,-0.4030258168441986
17,0-1,8.0,33.0,37.0,25.0,28.0,0.7575757575757576,0.7567567567567568,0.75,0.75,0.6744897501960817,0.6744897501960817,0.0
17,0-1,21.0,41.0,77.0,37.0,66.0,0.9024390243902439,0.8571428571428571,0.8928571428571429,0.8525641025641025,1.0474940068175933,1.2418667918433206,-0.1943727850257273
17,0-1,55.0,40.0,68.0,33.0,56.0,0.825,0.8235294117647058,0.8170731707317073,0.8188405797101449,0.9109554628855485,0.9042673435995682,0.006688119285980343
17,0-1,149.0,6.0,6.0,6.0,6.0,1.0,1.0,0.9285714285714286,0.9285714285714286,1.465233792685523,1.465233792685523,0.0
17,>=2,1.0,9.0,18.0,9.0,15.0,1.0,0.8333333333333334,0.95,0.8157894736842105,0.899434907667234,1.6448536269514722,-0.7454187192842382
17,>=2,8.0,12.0,16.0,8.0,12.0,0.6666666666666666,0.75,0.6538461538461539,0.7352941176470589,0.62890421763219,0.3957252958144873,0.23317892181770267
17,>=2,21.0,22.0,7.0,17.0,7.0,0.7727272727272727,1.0,0.7608695652173914,0.9375,1.5341205443525463,0.7091025034090241,0.8250180409435222
17,>=2,55.0,25.0,5.0,21.0,4.0,0.84,0.8,0.8269230769230769,0.75,0.6744897501960817,0.9420757749957758,-0.26758602479969407
17,>=2,149.0,3.0,2.0,3.0,2.0,1.0,1.0,0.875,0.8333333333333334,0.967421566101701,1.1503493803760079,-0.18292781427430682
18,0-1,1.0,11.0,7.0,3.0,7.0,0.2727272727272727,1.0,0.2916666666666667,0.9375,1.5341205443525463,-0.5485222826980979,2.0826428270506443
18,0-1,8.0,30.0,33.0,4.0,32.0,0.13333333333333333,0.9696969696969697,0.14516129032258066,0.9558823529411765,1.7047809048894016,-1.0574142284863806,2.762195133375782
18,0-1,21.0,57.0,86.0,10.0,82.0,0.17543859649122806,0.9534883720930233,0.1810344827586207,0.9482758620689655,1.6283614067169068,-0.9114297858249173,2.539791192541824
18,0-1,55.0,54.0,76.0,10.0,66.0,0.18518518518518517,0.868421052631579,0.19090909090909092,0.8636363636363636,1.0968035620935135,-0.8745511419453076,1.971354704038821
18,0-1,149.0,12.0,25.0,3.0,19.0,0.25,0.76,0.2692307692307692,0.75,0.6744897501960817,-0.6151411045959735,1.2896308547920552
18,>=2,1.0,11.0,19.0,4.0,18.0,0.36363636363636365,0.9473684210526315,0.375,0.925,1.4395314709384563,-0.31863936396437514,1.7581708349028315
18,>=2,8.0,12.0,13.0,3.0,13.0,0.25,1.0,0.2692307692307692,0.9642857142857143,1.8027430907391908,-0.6151411045959735,2.4178841953351644
18,>=2,21.0,35.0,7.0,13.0,6.0,0.37142857142857144,0.8571428571428571,0.375,0.8125,0.887146559018876,-0.31863936396437514,1.205785922983251
18,>=2,55.0,21.0,14.0,7.0,13.0,0.3333333333333333,0.9285714285714286,0.3409090909090909,0.9,1.2815515655446004,-0.40998332218733696,1.6915348877319374
18,>=2,149.0,11.0,,3.0,,0.2727272727272727,,0.2916666666666667,,,-0.5485222826980979,
19,0-1,1.0,32.0,19.0,5.0,6.0,0.15625,0.3157894736842105,0.16666666666666666,0.325,-0.45376219016987945,-0.967421566101701,0.5136593759318215
19,0-1,8.0,45.0,43.0,11.0,11.0,0.24444444444444444,0.2558139534883721,0.25,0.26136363636363635,-0.6391470525964725,-0.6744897501960817,0.035342697599609174
19,0-1,21.0,48.0,73.0,9.0,23.0,0.1875,0.3150684931506849,0.19387755102040816,0.31756756756756754,-0.4745115899310844,-0.8636956533670372,0.38918406343595285
19,0-1,55.0,32.0,50.0,8.0,17.0,0.25,0.34,0.25757575757575757,0.3431372549019608,-0.40391597334440915,-0.6508373064444771,0.24692133310006797
19,0-1,149.0,2.0,4.0,0.0,1.0,0.0,0.25,0.16666666666666666,0.3,-0.5244005127080409,-0.967421566101701,0.44302105339366016
19,>=2,1.0,14.0,23.0,2.0,7.0,0.14285714285714285,0.30434782608695654,0.16666666666666666,0.3125,-0.4887764111146695,-0.967421566101701,0.47864515498703153
19,>=2,8.0,16.0,20.0,6.0,4.0,0.375,0.2,0.38235294117647056,0.21428571428571427,-0.7916386077433746,-0.2993069104656671,-0.4923316972777075
19,>=2,21.0,18.0,6.0,5.0,1.0,0.2777777777777778,0.16666666666666666,0.2894736842105263,0.21428571428571427,-0.7916386077433746,-0.5549229427026537,-0.23671566504072084
19,>=2,55.0,17.0,3.0,8.0,0.0,0.47058823529411764,0.0,0.4722222222222222,0.125,-1.1503493803760079,-0.06968492031845568,-1.0806644600575521
21,0-1,1.0,18.0,4.0,7.0,4.0,0.3888888888888889,1.0,0.39473684210526316,0.9,1.2815515655446004,-0.26699412540495254,1.548545690949553
21,0-1,8.0,22.0,23.0,5.0,22.0,0.22727272727272727,0.9565217391304348,0.2391304347826087,0.9375,1.5341205443525463,-0.7091025034090238,2.24322304776157
21,0-1,21.0,58.0,75.0,21.0,70.0,0.3620689655172414,0.9333333333333333,0.3644067796610169,0.9276315789473685,1.4583763270590433,-0.3467041936843046,1.8050805207433478
21,0-1,55.0,45.0,96.0,11.0,80.0,0.24444444444444444,0.8333333333333334,0.25,0.8298969072164949,0.9537579371491106,-0.6744897501960817,1.6282476873451923
21,0-1,149.0,22.0,39.0,6.0,25.0,0.2727272727272727,0.6410256410256411,0.2826086956521739,0.6375,0.3517843449351561,-0.5751092812784382,0.9268936262135943
21,>=2,1.0,9.0,17.0,5.0,16.0,0.5555555555555556,0.9411764705882353,0.55,0.9166666666666666,1.382994127100638,0.12566134685507416,1.2573327802455638
21,>=2,8.0,7.0,6.0,2.0,6.0,0.2857142857142857,1.0,0.3125,0.9285714285714286,1.465233792685523,-0.4887764111146695,1.9540102038001925
21,>=2,21.0,27.0,9.0,11.0,9.0,0.4074074074074074,1.0,0.4107142857142857,0.95,1.6448536269514722,-0.22570795386015938,1.8705615808116316
21,>=2,55.0,28.0,4.0,8.0,3.0,0.2857142857142857,0.75,0.29310344827586204,0.7,0.5244005127080407,-0.5443409149356105,1.0687414276436513
21,>=2,149.0,6.0,2.0,1.0,2.0,0.16666666666666666,1.0,0.21428571428571427,0.8333333333333334,0.967421566101701,-0.7916386077433746,1.7590601738450755
