1159542970079	0	1	 study	1	1	9	TOM
1159542976110	0	2	 study	1	1	1	MIKE
1159542982141	0	3	 study	1	1	11	RICH
1159542988172	0	4	 study	1	1	12	JOE
1159542994204	0	5	 study	1	1	14	DAVE
1159543000235	0	6	 study	1	1	15	CHRIS
1159543006266	0	7	 study	1	1	10	JIM
1159543012298	0	8	 study	1	1	2	DAN
1159543022379	0	-99	 record	1	1	-99	
1159543023411	0	1	 test	1	1	11	RICH
1159543029442	0	2	 test	1	1	14	DAVE
1159543035473	0	3	 test	1	1	1	MIKE
1159543041505	0	4	 test	1	1	15	CHRIS
1159543047536	0	5	 test	1	1	10	JIM
1159543053567	0	6	 test	1	1	9	TOM
1159543059599	0	7	 test	1	1	2	DAN
1159543065630	0	8	 test	1	1	12	JOE
1159543075210	0	1	 study	1	2	10	JIM
1159543081242	0	2	 study	1	2	11	RICH
1159543087273	0	3	 study	1	2	1	MIKE
1159543093304	0	4	 study	1	2	9	TOM
1159543099336	0	5	 study	1	2	14	DAVE
1159543105367	0	6	 study	1	2	12	JOE
1159543111398	0	7	 study	1	2	2	DAN
1159543117430	0	8	 study	1	2	15	CHRIS
1159543124644	0	-99	 record	1	2	-99	
1159543125662	0	1	 test	1	2	11	RICH
1159543131692	0	2	 test	1	2	2	DAN
1159543137723	0	3	 test	1	2	1	MIKE
1159543143754	0	4	 test	1	2	14	DAVE
1159543149786	0	5	 test	1	2	9	TOM
1159543156035	0	6	 test	1	2	10	JIM
1159543162066	0	7	 test	1	2	12	JOE
1159543168096	0	8	 test	1	2	15	CHRIS
1159543183125	0	1	 study	1	3	11	RICH
1159543189156	0	2	 study	1	3	10	JIM
1159543195187	0	3	 study	1	3	9	TOM
1159543201202	0	4	 study	1	3	2	DAN
1159543207233	0	5	 study	1	3	14	DAVE
1159543213265	0	6	 study	1	3	1	MIKE
1159543219296	0	7	 study	1	3	12	JOE
1159543225327	0	8	 study	1	3	15	CHRIS
1159543232175	0	-99	 record	1	3	-99	
1159543233208	0	1	 test	1	3	10	JIM
1159543239239	0	2	 test	1	3	12	JOE
1159543245271	0	3	 test	1	3	11	RICH
1159543251302	0	4	 test	1	3	14	DAVE
1159543257333	0	5	 test	1	3	15	CHRIS
1159543263360	0	6	 test	1	3	1	MIKE
1159543269379	0	7	 test	1	3	2	DAN
1159543275411	0	8	 test	1	3	9	TOM
1159543282825	0	1	 study	1	4	14	DAVE
1159543288856	0	2	 study	1	4	15	CHRIS
1159543294888	0	3	 study	1	4	11	RICH
1159543300919	0	4	 study	1	4	12	JOE
1159543306950	0	5	 study	1	4	9	TOM
1159543312982	0	6	 study	1	4	1	MIKE
1159543319014	0	7	 study	1	4	2	DAN
1159543325045	0	8	 study	1	4	10	JIM
1159543333026	0	-99	 record	1	4	-99	
1159543334059	0	1	 test	1	4	12	JOE
1159543340090	0	2	 test	1	4	11	RICH
1159543346121	0	3	 test	1	4	14	DAVE
1159543352152	0	4	 test	1	4	9	TOM
1159543358183	0	5	 test	1	4	10	JIM
1159543364215	0	6	 test	1	4	15	CHRIS
1159543370246	0	7	 test	1	4	1	MIKE
1159543376277	0	8	 test	1	4	2	DAN
1159543384092	0	1	 study	1	5	14	DAVE
1159543390123	0	2	 study	1	5	10	JIM
1159543396154	0	3	 study	1	5	2	DAN
1159543402185	0	4	 study	1	5	1	MIKE
1159543408217	0	5	 study	1	5	9	TOM
1159543414248	0	6	 study	1	5	12	JOE
1159543420279	0	7	 study	1	5	11	RICH
1159543426311	0	8	 study	1	5	15	CHRIS
1159543432892	0	-99	 record	1	5	-99	
1159543433925	0	1	 test	1	5	14	DAVE
1159543439956	0	2	 test	1	5	9	TOM
1159543445988	0	3	 test	1	5	1	MIKE
1159543452020	0	4	 test	1	5	11	RICH
1159543458051	0	5	 test	1	5	2	DAN
1159543464083	0	6	 test	1	5	10	JIM
1159543470113	0	7	 test	1	5	15	CHRIS
1159543476144	0	8	 test	1	5	12	JOE
1159543487092	0	1	 study	1	6	15	CHRIS
1159543493122	0	2	 study	1	6	10	JIM
1159543499153	0	3	 study	1	6	14	DAVE
1159543505201	0	4	 study	1	6	11	RICH
1159543511233	0	5	 study	1	6	12	JOE
1159543517258	0	6	 study	1	6	1	MIKE
1159543523295	0	7	 study	1	6	2	DAN
1159543529327	0	8	 study	1	6	9	TOM
1159543535625	0	-99	 record	1	6	-99	
1159543536658	0	1	 test	1	6	14	DAVE
1159543542689	0	2	 test	1	6	12	JOE
1159543548720	0	3	 test	1	6	11	RICH
1159543554751	0	4	 test	1	6	15	CHRIS
1159543560783	0	5	 test	1	6	9	TOM
1159543566814	0	6	 test	1	6	1	MIKE
1159543572846	0	7	 test	1	6	10	JIM
1159543578877	0	8	 test	1	6	2	DAN
1159543586474	0	1	 study	1	7	11	RICH
1159543592506	0	2	 study	1	7	1	MIKE
1159543598537	0	3	 study	1	7	14	DAVE
1159543604568	0	4	 study	1	7	15	CHRIS
1159543610600	0	5	 study	1	7	9	TOM
1159543616631	0	6	 study	1	7	2	DAN
1159543622662	0	7	 study	1	7	12	JOE
1159543628694	0	8	 study	1	7	10	JIM
1159543634942	0	-99	 record	1	7	-99	
1159543635975	0	1	 test	1	7	14	DAVE
1159543642007	0	2	 test	1	7	11	RICH
1159543648038	0	3	 test	1	7	10	JIM
1159543654070	0	4	 test	1	7	12	JOE
1159543660100	0	5	 test	1	7	1	MIKE
1159543666131	0	6	 test	1	7	9	TOM
1159543672163	0	7	 test	1	7	2	DAN
1159543678194	0	8	 test	1	7	15	CHRIS
1159543686125	0	1	 study	1	8	14	DAVE
1159543692156	0	2	 study	1	8	2	DAN
1159543698187	0	3	 study	1	8	12	JOE
1159543704219	0	4	 study	1	8	11	RICH
1159543710250	0	5	 study	1	8	9	TOM
1159543716281	0	6	 study	1	8	15	CHRIS
1159543722313	0	7	 study	1	8	10	JIM
1159543728344	0	8	 study	1	8	1	MIKE
1159543734392	0	-99	 record	1	8	-99	
1159543735425	0	1	 test	1	8	1	MIKE
1159543741456	0	2	 test	1	8	11	RICH
