1159542853126	0	B	Logging Begins
1159542853127	0	INSTRUCTIONSTART	JointRoller	/Library/Frameworks/Python.framework/Versions/2.4/lib/python2.4/site-packages/pyepl/resources/vera.ttf	64	(1.000000, 1.000000, 1.000000, 1.000000)	"In the following experiment, your memory for associating names with faces will be tested.  The experiment will be divided into two halves, with each half testing you on a completely different set of names and faces.  After the first half, there will be a short break.\n\nThe procedure will be the same for each half.  Eight faces will be presented on the screen, consecutively, accompanied by their names.  A woman's voice will also speak the name when the face appears on the screen.  After five seconds, the face will disappear from the screen, a star (*) will flash on the screen for one second, and then the next face and name will appear.\n\nAfter you have seen all eight faces and names, you will be prompted to press any key in order to move on to a testing period.  During each trial of the testing period, you will see a face with a question mark (?) underneath it.  You will have to try and recall the name that goes with the face, and speak it out loud.  After five seconds the face will disappear from the screen, a star will flash on the screen for one second, and then the next face will appear with a question mark underneath it.\n\nFor each half, there will be ten study periods and ten test periods, alternating.  Each face will have the same name over the entire course of the half, so your task is to try and learn the faces' names as quickly and accurately as possible, and to be able to recall them as quickly and accurately as possible.\n\nDuring the test phase, do not worry if you make a mistake and recall the wrong name accidentally.  There is no penalty.  Also, if you are in the middle of recalling a name and the experiment moves on to the next face, do not stop yourself; continue speaking the name.  However, once the next face appears on the screen, you should give up trying to recall the last face and concentrate on the new one.\n\nDo you have any questions?\n\nPress <ENTER> to continue."
1159542853194	1	INSTRUCTIONSCROLL	0
1159542866496	1	INSTRUCTIONSCROLL	1
1159542866513	1	INSTRUCTIONSCROLL	5
1159542866529	1	INSTRUCTIONSCROLL	8
1159542866546	1	INSTRUCTIONSCROLL	11
1159542866563	1	INSTRUCTIONSCROLL	15
1159542866579	1	INSTRUCTIONSCROLL	18
1159542866596	1	INSTRUCTIONSCROLL	21
1159542866613	1	INSTRUCTIONSCROLL	24
1159542866629	1	INSTRUCTIONSCROLL	28
1159542866862	1	INSTRUCTIONSCROLL	29
1159542866879	1	INSTRUCTIONSCROLL	30
1159542866896	1	INSTRUCTIONSCROLL	33
1159542866913	1	INSTRUCTIONSCROLL	36
1159542866929	1	INSTRUCTIONSCROLL	40
1159542866946	1	INSTRUCTIONSCROLL	43
1159542866963	1	INSTRUCTIONSCROLL	46
1159542866979	1	INSTRUCTIONSCROLL	50
1159542866996	1	INSTRUCTIONSCROLL	53
1159542867014	1	INSTRUCTIONSCROLL	56
1159542867030	1	INSTRUCTIONSCROLL	60
1159542867047	1	INSTRUCTIONSCROLL	63
1159542867064	1	INSTRUCTIONSCROLL	66
1159542867080	1	INSTRUCTIONSCROLL	70
1159542867096	1	INSTRUCTIONSCROLL	73
1159542867113	1	INSTRUCTIONSCROLL	76
1159542867129	1	INSTRUCTIONSCROLL	80
1159542867146	1	INSTRUCTIONSCROLL	83
1159542867163	1	INSTRUCTIONSCROLL	86
1159542867179	1	INSTRUCTIONSCROLL	90
1159542867196	1	INSTRUCTIONSCROLL	93
1159542867212	1	INSTRUCTIONSCROLL	96
1159542867229	1	INSTRUCTIONSCROLL	100
1159542867246	1	INSTRUCTIONSCROLL	103
1159542867262	1	INSTRUCTIONSCROLL	106
1159542867279	1	INSTRUCTIONSCROLL	110
1159542867296	1	INSTRUCTIONSCROLL	113
1159542867312	1	INSTRUCTIONSCROLL	116
1159542867329	1	INSTRUCTIONSCROLL	120
1159542867346	1	INSTRUCTIONSCROLL	123
1159542867662	1	INSTRUCTIONSCROLL	124
1159542867679	1	INSTRUCTIONSCROLL	128
1159542867696	1	INSTRUCTIONSCROLL	131
1159542867712	1	INSTRUCTIONSCROLL	134
1159542867729	1	INSTRUCTIONSCROLL	138
1159542867746	1	INSTRUCTIONSCROLL	141
1159542867762	1	INSTRUCTIONSCROLL	144
