0.015105740181268867, 0.8947368421052632, 0, Mean
0.0226586102719033, 0.9941520467836258, 0, SD+1
0.015105740181268867, 0.7941520467836257, 0, SD-1
0.9894259818731119, 0.6257309941520468, 1, Mean
0.9894259818731119, 0.7578947368421053, 1, SD+1
0.9894259818731119, 0.5087719298245614, 1, SD-1
2.009063444108761, 0.33333333333333326, 2, Mean
2.001510574018127, 0.4643274853801169, 2, SD+1
1.9939577039274918, 0.21637426900584789, 2, SD-1
2.9984894259818726, 0.26900584795321636, 3, Mean
2.9984894259818726, 0.3801169590643275, 3, SD+1
2.9984894259818726, 0.16491228070175434, 3, SD-1
4.025679758308156, 0.2561403508771929, 4, Mean
4.018126888217523, 0.37660818713450295, 4, SD+1
4.010574018126887, 0.13684210526315788, 4, SD-1
5.0151057401812675, 0.2654970760233918, 5, Mean
5.022658610271902, 0.3953216374269005, 5, SD+1
5.007552870090635, 0.14152046783625727, 5, SD-1
