1154530817817	0	1	 study 	1154530812817	1	1	8	KEN
1154530823835	0	2	 study 	1154530818835	1	1	11	GEORGE
1154530829853	0	3	 study 	1154530824853	1	1	13	CHRIS
1154530835871	0	4	 study 	1154530830871	1	1	3	BILL
1154530841889	0	5	 study 	1154530836889	1	1	9	JOHN
1154530847907	0	6	 study 	1154530842907	1	1	14	RICH
1154530853925	0	7	 study 	1154530848925	1	1	4	ROB
1154530859943	0	8	 study 	1154530854943	1	1	5	JOE
1154530861737	0	-99	 record	1154530861737	1	1	-99		
1154530867766	0	1	 test 	1154530862766	1	1	5	JOE
1154530873784	0	2	 test 	1154530868784	1	1	11	GEORGE
1154530879801	0	3	 test 	1154530874801	1	1	8	KEN
1154530885819	0	4	 test 	1154530880819	1	1	13	CHRIS
1154530891837	0	5	 test 	1154530886837	1	1	9	JOHN
1154530897855	0	6	 test 	1154530892855	1	1	14	RICH
1154530903873	0	7	 test 	1154530898873	1	1	4	ROB
1154530909891	0	8	 test 	1154530904891	1	1	3	BILL
1154530921209	0	1	 study 	1154530916209	1	2	9	JOHN
1154530927227	0	2	 study 	1154530922227	1	2	3	BILL
1154530933245	0	3	 study 	1154530928245	1	2	13	CHRIS
1154530939263	0	4	 study 	1154530934263	1	2	5	JOE
1154530945281	0	5	 study 	1154530940281	1	2	4	ROB
1154530951299	0	6	 study 	1154530946299	1	2	11	GEORGE
1154530957316	0	7	 study 	1154530952316	1	2	8	KEN
1154530963334	0	8	 study 	1154530958334	1	2	14	RICH
1162342342342	0	-99	 record	1154530968130	1	2	-99		
1154530974150	0	1	 test 	1154530969150	1	2	14	RICH
1154530980168	0	2	 test 	1154530975168	1	2	4	ROB
1154530986185	0	3	 test 	1154530981185	1	2	5	JOE
1154530992203	0	4	 test 	1154530987203	1	2	13	CHRIS
1154530998221	0	5	 test 	1154530993221	1	2	9	JOHN
1154531004239	0	6	 test 	1154530999239	1	2	3	BILL
1154531010257	0	7	 test 	1154531005257	1	2	8	KEN
1154531016275	0	8	 test 	1154531011275	1	2	11	GEORGE
1154531030283	0	1	 study 	1154531025283	1	3	4	ROB
1154531036301	0	2	 study 	1154531031301	1	3	9	JOHN
1154531042319	0	3	 study 	1154531037319	1	3	8	KEN
1154531048337	0	4	 study 	1154531043337	1	3	14	RICH
1154531054355	0	5	 study 	1154531049355	1	3	13	CHRIS
1154531060373	0	6	 study 	1154531055373	1	3	11	GEORGE
1154531066391	0	7	 study 	1154531061391	1	3	3	BILL
