1158599695578	0	B	Logging Begins
1158599695578	0	INSTRUCTIONSTART	JointRoller	/Library/Frameworks/Python.framework/Versions/2.4/lib/python2.4/site-packages/pyepl/resources/vera.ttf	51	(0, 0, 0)	"This study will analyze your memory for face items. A star (*) will be\nshown to warn you that the trial is about to begin.  After the study\nitem you see a probe, and you are asked to indicate whether the probe\nis identical to the study item. If you think the probe is identical,\npress the '/' key to indicate YES, otherwise press the '.' key to\nindicate NO.\n\nRESPOND AS QUICKLY AS YOU CAN WITHOUT COMPROMISING YOUR ACCURACY.\n\nPlease try not to move. You can move and blink between trials, when it\nis indicated on the screen. You will do two blocks, each consisting of\n32 trials.\n\nLet's proceed!\n\n"
1158599695622	1	INSTRUCTIONSCROLL	0
1158601550801	1	INSTRUCTIONSCROLL	2
1158601550808	1	INSTRUCTIONSCROLL	3
1158601550824	1	INSTRUCTIONSCROLL	4
1158601550841	1	INSTRUCTIONSCROLL	8
1158601550858	1	INSTRUCTIONSCROLL	11
1158601550874	1	INSTRUCTIONSCROLL	14
1158601550891	1	INSTRUCTIONSCROLL	18
1158601550908	1	INSTRUCTIONSCROLL	21
1158601550924	1	INSTRUCTIONSCROLL	24
1158601550941	1	INSTRUCTIONSCROLL	28
1158601550957	1	INSTRUCTIONSCROLL	31
1158601551092	1	INSTRUCTIONSCROLL	32
1158601551108	1	INSTRUCTIONSCROLL	33
1158601551125	1	INSTRUCTIONSCROLL	36
1158601551142	1	INSTRUCTIONSCROLL	40
1158601551158	1	INSTRUCTIONSCROLL	43
1158601551175	1	INSTRUCTIONSCROLL	46
1158601551192	1	INSTRUCTIONSCROLL	50
1158601551208	1	INSTRUCTIONSCROLL	53
1158601551225	1	INSTRUCTIONSCROLL	56
1158601551242	1	INSTRUCTIONSCROLL	60
1158601551258	1	INSTRUCTIONSCROLL	63
1158601551275	1	INSTRUCTIONSCROLL	66
1158601551292	1	INSTRUCTIONSCROLL	70
1158601551308	1	INSTRUCTIONSCROLL	73
1158601551325	1	INSTRUCTIONSCROLL	76
1158601551342	1	INSTRUCTIONSCROLL	80
1158601551358	1	INSTRUCTIONSCROLL	83
1158601551375	1	INSTRUCTIONSCROLL	86
1158601551392	1	INSTRUCTIONSCROLL	90
1158601551408	1	INSTRUCTIONSCROLL	93
1158601551425	1	INSTRUCTIONSCROLL	96
1158601551442	1	INSTRUCTIONSCROLL	100
1158601551458	1	INSTRUCTIONSCROLL	103
1158601551475	1	INSTRUCTIONSCROLL	109
1158601551492	1	INSTRUCTIONSCROLL	110
1158601551508	1	INSTRUCTIONSCROLL	113
1158601551525	1	INSTRUCTIONSCROLL	116
1158601551542	1	INSTRUCTIONSCROLL	120
1158601551558	1	INSTRUCTIONSCROLL	123
1158601551575	1	INSTRUCTIONSCROLL	126
1158601551592	1	INSTRUCTIONSCROLL	130
1158601551608	1	INSTRUCTIONSCROLL	133
1158601551625	1	INSTRUCTIONSCROLL	136
1158601551642	1	INSTRUCTIONSCROLL	140
1158601551658	1	INSTRUCTIONSCROLL	143
1158601551675	1	INSTRUCTIONSCROLL	146
1158601551692	1	INSTRUCTIONSCROLL	150
1158601551708	1	INSTRUCTIONSCROLL	153
1158601551725	1	INSTRUCTIONSCROLL	156
1158601551742	1	INSTRUCTIONSCROLL	160
1158601551757	1	INSTRUCTIONSCROLL	163
1158601551774	1	INSTRUCTIONSCROLL	166
1158601551791	1	INSTRUCTIONSCROLL	170
1158601551807	1	INSTRUCTIONSCROLL	173
1158601551824	1	INSTRUCTIONSCROLL	176
1158601551841	1	INSTRUCTIONSCROLL	180
1158601551857	1	INSTRUCTIONSCROLL	183
1158601551874	1	INSTRUCTIONSCROLL	186
1158601551891	1	INSTRUCTIONSCROLL	189
1158601551907	1	INSTRUCTIONSCROLL	193
1158601551924	1	INSTRUCTIONSCROLL	196
1158601551941	1	INSTRUCTIONSCROLL	200
1158601551957	1	INSTRUCTIONSCROLL	203
1158601551974	1	INSTRUCTIONSCROLL	206
1158601551990	1	INSTRUCTIONSCROLL	210
1158601552008	1	INSTRUCTIONSCROLL	213
1158601552025	1	INSTRUCTIONSCROLL	216
1158601552042	1	INSTRUCTIONSCROLL	219
1158601552058	1	INSTRUCTIONSCROLL	223
1158601552075	1	INSTRUCTIONSCROLL	226
1158601552092	1	INSTRUCTIONSCROLL	230
1158601552108	1	INSTRUCTIONSCROLL	233
1158601552125	1	INSTRUCTIONSCROLL	236
1158601552141	1	INSTRUCTIONSCROLL	240
1158601552158	1	INSTRUCTIONSCROLL	243
1158601552175	1	INSTRUCTIONSCROLL	246
1158601552191	1	INSTRUCTIONSCROLL	247
1158601553241	1	INSTRUCTIONSCROLL	246
1158601553258	1	INSTRUCTIONSCROLL	245
1158601553274	1	INSTRUCTIONSCROLL	242
1158601553291	1	INSTRUCTIONSCROLL	238
1158601553308	1	INSTRUCTIONSCROLL	235
1158601553324	1	INSTRUCTIONSCROLL	232
1158601553341	1	INSTRUCTIONSCROLL	228
1158601553358	1	INSTRUCTIONSCROLL	225
1158601553374	1	INSTRUCTIONSCROLL	222
1158601553391	1	INSTRUCTIONSCROLL	218
1158601553408	1	INSTRUCTIONSCROLL	215
1158601553424	1	INSTRUCTIONSCROLL	212
1158601553441	1	INSTRUCTIONSCROLL	208
1158601553458	1	INSTRUCTIONSCROLL	205
1158601553474	1	INSTRUCTIONSCROLL	202
1158601553491	1	INSTRUCTIONSCROLL	198
1158601553508	1	INSTRUCTIONSCROLL	195
1158601553524	1	INSTRUCTIONSCROLL	192
1158601553541	1	INSTRUCTIONSCROLL	186
1158601553558	1	INSTRUCTIONSCROLL	185
1158601553574	1	INSTRUCTIONSCROLL	182
1158601553591	1	INSTRUCTIONSCROLL	178
1158601553608	1	INSTRUCTIONSCROLL	175
1158601553624	1	INSTRUCTIONSCROLL	172
1158601553641	1	INSTRUCTIONSCROLL	168
1158601553658	1	INSTRUCTIONSCROLL	165
1158601553674	1	INSTRUCTIONSCROLL	162
1158601553691	1	INSTRUCTIONSCROLL	158
1158601553708	1	INSTRUCTIONSCROLL	155
1158601553724	1	INSTRUCTIONSCROLL	152
1158601553741	1	INSTRUCTIONSCROLL	148
1158601553757	1	INSTRUCTIONSCROLL	145
1158601553773	1	INSTRUCTIONSCROLL	142
1158601553790	1	INSTRUCTIONSCROLL	139
1158601553807	1	INSTRUCTIONSCROLL	135
1158601553823	1	INSTRUCTIONSCROLL	132
1158601553840	1	INSTRUCTIONSCROLL	129
1158601553857	1	INSTRUCTIONSCROLL	125
1158601553873	1	INSTRUCTIONSCROLL	122
1158601553890	1	INSTRUCTIONSCROLL	119
1158601553907	1	INSTRUCTIONSCROLL	115
1158601553923	1	INSTRUCTIONSCROLL	112
1158601553940	1	INSTRUCTIONSCROLL	109
1158601553956	1	INSTRUCTIONSCROLL	105
1158601553973	1	INSTRUCTIONSCROLL	102
1158601553990	1	INSTRUCTIONSCROLL	99
1158601554008	1	INSTRUCTIONSCROLL	95
1158601554024	1	INSTRUCTIONSCROLL	92
1158601554041	1	INSTRUCTIONSCROLL	88
1158601554058	1	INSTRUCTIONSCROLL	85
1158601554074	1	INSTRUCTIONSCROLL	82
1158601554091	1	INSTRUCTIONSCROLL	78
1158601554107	1	INSTRUCTIONSCROLL	75
1158601554124	1	INSTRUCTIONSCROLL	72
1158601554141	1	INSTRUCTIONSCROLL	68
1158601554157	1	INSTRUCTIONSCROLL	65
1158601554174	1	INSTRUCTIONSCROLL	62
1158601554191	1	INSTRUCTIONSCROLL	58
1158601554207	1	INSTRUCTIONSCROLL	55
1158601554224	1	INSTRUCTIONSCROLL	52
1158601554241	1	INSTRUCTIONSCROLL	48
1158601554257	1	INSTRUCTIONSCROLL	45
1158601554274	1	INSTRUCTIONSCROLL	42
1158601554291	1	INSTRUCTIONSCROLL	38
1158601554307	1	INSTRUCTIONSCROLL	35
1158601554324	1	INSTRUCTIONSCROLL	32
1158601554341	1	INSTRUCTIONSCROLL	29
1158601554357	1	INSTRUCTIONSCROLL	25
1158601554374	1	INSTRUCTIONSCROLL	22
1158601554391	1	INSTRUCTIONSCROLL	18
1158601554407	1	INSTRUCTIONSCROLL	15
1158601554424	1	INSTRUCTIONSCROLL	12
1158601554441	1	INSTRUCTIONSCROLL	8
1158601554457	1	INSTRUCTIONSCROLL	5
1158601554491	1	INSTRUCTIONSCROLL	0
1158601555989	1	INSTRUCTIONSCROLL	1
1158601556007	1	INSTRUCTIONSCROLL	2
1158601556023	1	INSTRUCTIONSCROLL	6
1158601556040	1	INSTRUCTIONSCROLL	9
1158601556057	1	INSTRUCTIONSCROLL	13
1158601556073	1	INSTRUCTIONSCROLL	16
1158601556090	1	INSTRUCTIONSCROLL	19
1158601556107	1	INSTRUCTIONSCROLL	23
1158601556124	1	INSTRUCTIONSCROLL	26
1158601556140	1	INSTRUCTIONSCROLL	29
1158601556157	1	INSTRUCTIONSCROLL	32
1158601556173	1	INSTRUCTIONSCROLL	36
1158601556190	1	INSTRUCTIONSCROLL	39
1158601556207	1	INSTRUCTIONSCROLL	42
1158601556223	1	INSTRUCTIONSCROLL	46
1158601556240	1	INSTRUCTIONSCROLL	49
1158601556257	1	INSTRUCTIONSCROLL	52
1158601556273	1	INSTRUCTIONSCROLL	56
1158601556290	1	INSTRUCTIONSCROLL	59
1158601556307	1	INSTRUCTIONSCROLL	62
1158601556323	1	INSTRUCTIONSCROLL	66
1158601556340	1	INSTRUCTIONSCROLL	69
1158601556357	1	INSTRUCTIONSCROLL	72
1158601556373	1	INSTRUCTIONSCROLL	76
1158601556390	1	INSTRUCTIONSCROLL	79
1158601556407	1	INSTRUCTIONSCROLL	82
1158601556423	1	INSTRUCTIONSCROLL	86
1158601556440	1	INSTRUCTIONSCROLL	89
1158601556457	1	INSTRUCTIONSCROLL	92
1158601556490	1	INSTRUCTIONSCROLL	98
1158601556507	1	INSTRUCTIONSCROLL	103
1158601556523	1	INSTRUCTIONSCROLL	106
1158601556540	1	INSTRUCTIONSCROLL	109
1158601556557	1	INSTRUCTIONSCROLL	113
1158601556573	1	INSTRUCTIONSCROLL	116
1158601556590	1	INSTRUCTIONSCROLL	119
1158601556607	1	INSTRUCTIONSCROLL	122
1158601556623	1	INSTRUCTIONSCROLL	126
1158601556640	1	INSTRUCTIONSCROLL	129
1158601556657	1	INSTRUCTIONSCROLL	133
1158601556673	1	INSTRUCTIONSCROLL	136
1158601556690	1	INSTRUCTIONSCROLL	139
1158601556707	1	INSTRUCTIONSCROLL	143
1158601556723	1	INSTRUCTIONSCROLL	146
1158601556740	1	INSTRUCTIONSCROLL	149
1158601556756	1	INSTRUCTIONSCROLL	152
1158601556772	1	INSTRUCTIONSCROLL	156
1158601556789	1	INSTRUCTIONSCROLL	159
1158601556806	1	INSTRUCTIONSCROLL	162
1158601556822	1	INSTRUCTIONSCROLL	166
1158601556839	1	INSTRUCTIONSCROLL	169
1158601556856	1	INSTRUCTIONSCROLL	172
1158601556872	1	INSTRUCTIONSCROLL	176
1158601556889	1	INSTRUCTIONSCROLL	179
1158601557540	1	INSTRUCTIONSCROLL	180
1158601557556	1	INSTRUCTIONSCROLL	181
1158601557573	1	INSTRUCTIONSCROLL	185
1158601557590	1	INSTRUCTIONSCROLL	188
1158601557606	1	INSTRUCTIONSCROLL	191
1158601557623	1	INSTRUCTIONSCROLL	195
1158601557640	1	INSTRUCTIONSCROLL	198
1158601557656	1	INSTRUCTIONSCROLL	201
1158601557673	1	INSTRUCTIONSCROLL	205
1158601557690	1	INSTRUCTIONSCROLL	208
1158601557706	1	INSTRUCTIONSCROLL	211
1158601557723	1	INSTRUCTIONSCROLL	215
1158601557740	1	INSTRUCTIONSCROLL	218
1158601557755	1	INSTRUCTIONSCROLL	221
1158601557772	1	INSTRUCTIONSCROLL	224
1158601557789	1	INSTRUCTIONSCROLL	228
1158601557805	1	INSTRUCTIONSCROLL	231
1158601557822	1	INSTRUCTIONSCROLL	234
1158601557839	1	INSTRUCTIONSCROLL	238
1158601557855	1	INSTRUCTIONSCROLL	241
1158601557872	1	INSTRUCTIONSCROLL	244
1158601557889	1	INSTRUCTIONSCROLL	247
1158601564587	1	INSTRUCTIONSTOP	Button set (OR)
1158601564596	0	E	Logging Ends
