1159392705776	0	B	Logging Begins
1159392705776	0	INSTRUCTIONSTART	JointRoller	/Library/Frameworks/Python.framework/Versions/2.4/lib/python2.4/site-packages/pyepl/resources/vera.ttf	64	(1.000000, 1.000000, 1.000000, 1.000000)	"In the following experiment, your memory for associating names with faces will be tested.  The experiment will be divided into two halves, with each half testing you on a completely different set of names and faces.  After the first half, there will be a short break.\n\nThe procedure will be the same for each half.  Eight faces will be presented on the screen, consecutively, accompanied by their names.  A woman's voice will also speak the name when the face appears on the screen.  After five seconds, the face will disappear from the screen, a star (*) will flash on the screen for one second, and then the next face and name will appear.\n\nAfter you have seen all eight faces and names, you will be prompted to press any key in order to move on to a testing period.  During each trial of the testing period, you will see a face with a question mark (?) underneath it.  You will have to try and recall the name that goes with the face, and speak it out loud.  After five seconds the face will disappear from the screen, a star will flash on the screen for one second, and then the next face will appear with a question mark underneath it.\n\nFor each half, there will be ten study periods and ten test periods, alternating.  Each face will have the same name over the entire course of the half, so your task is to try and learn the faces' names as quickly and accurately as possible, and to be able to recall them as quickly and accurately as possible.\n\nDuring the test phase, do not worry if you make a mistake and recall the wrong name accidentally.  There is no penalty.  Also, if you are in the middle of recalling a name and the experiment moves on to the next face, do not stop yourself; continue speaking the name.  However, once the next face appears on the screen, you should give up trying to recall the last face and concentrate on the new one.\n\nDo you have any questions?\n\nPress <ENTER> to continue."
1159392705842	1	INSTRUCTIONSCROLL	0
1159392719228	1	INSTRUCTIONSCROLL	1
1159392719245	1	INSTRUCTIONSCROLL	2
1159392719262	1	INSTRUCTIONSCROLL	5
1159392719278	1	INSTRUCTIONSCROLL	9
1159392719295	1	INSTRUCTIONSCROLL	12
1159392719312	1	INSTRUCTIONSCROLL	15
1159392719328	1	INSTRUCTIONSCROLL	19
1159392719345	1	INSTRUCTIONSCROLL	22
1159392719362	1	INSTRUCTIONSCROLL	25
1159392719378	1	INSTRUCTIONSCROLL	29
1159392719395	1	INSTRUCTIONSCROLL	32
1159392719412	1	INSTRUCTIONSCROLL	35
1159392719428	1	INSTRUCTIONSCROLL	39
1159392719445	1	INSTRUCTIONSCROLL	42
1159392719462	1	INSTRUCTIONSCROLL	45
1159392719478	1	INSTRUCTIONSCROLL	49
1159392719495	1	INSTRUCTIONSCROLL	52
1159392719512	1	INSTRUCTIONSCROLL	55
1159392719528	1	INSTRUCTIONSCROLL	59
1159392719545	1	INSTRUCTIONSCROLL	62
1159392719562	1	INSTRUCTIONSCROLL	65
1159392719578	1	INSTRUCTIONSCROLL	69
1159392719595	1	INSTRUCTIONSCROLL	72
1159392719612	1	INSTRUCTIONSCROLL	75
1159392719628	1	INSTRUCTIONSCROLL	79
1159392719645	1	INSTRUCTIONSCROLL	82
1159392719662	1	INSTRUCTIONSCROLL	85
1159392719678	1	INSTRUCTIONSCROLL	89
1159392719695	1	INSTRUCTIONSCROLL	92
1159392719711	1	INSTRUCTIONSCROLL	95
1159392719728	1	INSTRUCTIONSCROLL	99
1159392719745	1	INSTRUCTIONSCROLL	102
1159392719762	1	INSTRUCTIONSCROLL	105
1159392719778	1	INSTRUCTIONSCROLL	109
1159392719795	1	INSTRUCTIONSCROLL	112
1159392719812	1	INSTRUCTIONSCROLL	115
1159392719828	1	INSTRUCTIONSCROLL	119
1159392719845	1	INSTRUCTIONSCROLL	122
1159392719862	1	INSTRUCTIONSCROLL	125
1159392719878	1	INSTRUCTIONSCROLL	129
1159392719895	1	INSTRUCTIONSCROLL	132
1159392719911	1	INSTRUCTIONSCROLL	135
1159392719928	1	INSTRUCTIONSCROLL	139
