1159362030116	0	B	Logging Begins
1159362030116	0	INSTRUCTIONSTART	JointRoller	/Library/Frameworks/Python.framework/Versions/2.4/lib/python2.4/site-packages/pyepl/resources/vera.ttf	64	(1.000000, 1.000000, 1.000000, 1.000000)	"In the following experiment, your memory for associating names with faces will be tested.  The experiment will be divided into two halves, with each half testing you on a completely different set of names and faces.  After the first half, there will be a short break.\n\nThe procedure will be the same for each half.  Eight faces will be presented on the screen, consecutively, accompanied by their names.  A woman's voice will also speak the name when the face appears on the screen.  After five seconds, the face will disappear from the screen, a star (*) will flash on the screen for one second, and then the next face and name will appear.\n\nAfter you have seen all eight faces and names, you will be prompted to press any key in order to move on to a testing period.  During each trial of the testing period, you will see a face with a question mark (?) underneath it.  You will have to try and recall the name that goes with the face, and speak it out loud.  After five seconds the face will disappear from the screen, a star will flash on the screen for one second, and then the next face will appear with a question mark underneath it.\n\nFor each half, there will be ten study periods and ten test periods, alternating.  Each face will have the same name over the entire course of the half, so your task is to try and learn the faces' names as quickly and accurately as possible, and to be able to recall them as quickly and accurately as possible.\n\nDuring the test phase, do not worry if you make a mistake and recall the wrong name accidentally.  There is no penalty.  Also, if you are in the middle of recalling a name and the experiment moves on to the next face, do not stop yourself; continue speaking the name.  However, once the next face appears on the screen, you should give up trying to recall the last face and concentrate on the new one.\n\nDo you have any questions?\n\nPress <ENTER> to continue."
1159362030180	1	INSTRUCTIONSCROLL	0
1159362040359	1	INSTRUCTIONSCROLL	1
1159362040364	1	INSTRUCTIONSCROLL	2
1159362040381	1	INSTRUCTIONSCROLL	3
1159362040397	1	INSTRUCTIONSCROLL	6
1159362040414	1	INSTRUCTIONSCROLL	9
1159362040431	1	INSTRUCTIONSCROLL	12
1159362040447	1	INSTRUCTIONSCROLL	16
1159362040464	1	INSTRUCTIONSCROLL	19
1159362040480	1	INSTRUCTIONSCROLL	22
1159362040497	1	INSTRUCTIONSCROLL	26
1159362040514	1	INSTRUCTIONSCROLL	29
1159362040806	1	INSTRUCTIONSCROLL	30
1159362040813	1	INSTRUCTIONSCROLL	31
1159362040829	1	INSTRUCTIONSCROLL	32
1159362040846	1	INSTRUCTIONSCROLL	35
1159362040863	1	INSTRUCTIONSCROLL	38
1159362040879	1	INSTRUCTIONSCROLL	42
1159362040896	1	INSTRUCTIONSCROLL	45
1159362040913	1	INSTRUCTIONSCROLL	48
1159362040929	1	INSTRUCTIONSCROLL	52
1159362040946	1	INSTRUCTIONSCROLL	55
1159362041313	1	INSTRUCTIONSCROLL	56
1159362041330	1	INSTRUCTIONSCROLL	59
1159362041347	1	INSTRUCTIONSCROLL	65
1159362041363	1	INSTRUCTIONSCROLL	66
1159362041380	1	INSTRUCTIONSCROLL	69
1159362041397	1	INSTRUCTIONSCROLL	72
1159362041414	1	INSTRUCTIONSCROLL	76
1159362041430	1	INSTRUCTIONSCROLL	79
1159362041447	1	INSTRUCTIONSCROLL	82
1159362041812	1	INSTRUCTIONSCROLL	83
1159362041829	1	INSTRUCTIONSCROLL	86
1159362041846	1	INSTRUCTIONSCROLL	89
1159362041862	1	INSTRUCTIONSCROLL	92
1159362041879	1	INSTRUCTIONSCROLL	96
1159362041896	1	INSTRUCTIONSCROLL	99
1159362041912	1	INSTRUCTIONSCROLL	102
1159362041929	1	INSTRUCTIONSCROLL	106
1159362041946	1	INSTRUCTIONSCROLL	109
1159362041962	1	INSTRUCTIONSCROLL	112
1159362042435	1	INSTRUCTIONSCROLL	113
1159362042447	1	INSTRUCTIONSCROLL	114
1159362042463	1	INSTRUCTIONSCROLL	116
1159362042480	1	INSTRUCTIONSCROLL	119
1159362042496	1	INSTRUCTIONSCROLL	122
1159362042513	1	INSTRUCTIONSCROLL	126
1159362042530	1	INSTRUCTIONSCROLL	129
1159362042546	1	INSTRUCTIONSCROLL	132
1159362042563	1	INSTRUCTIONSCROLL	136
1159362042580	1	INSTRUCTIONSCROLL	139
1159362042596	1	INSTRUCTIONSCROLL	142
1159362042613	1	INSTRUCTIONSCROLL	146
1159362042630	1	INSTRUCTIONSCROLL	149
1159362042646	1	INSTRUCTIONSCROLL	152
1159362042662	1	INSTRUCTIONSCROLL	155
1159362042679	1	INSTRUCTIONSCROLL	159
1159362042695	1	INSTRUCTIONSCROLL	162
1159362042712	1	INSTRUCTIONSCROLL	165
1159362042729	1	INSTRUCTIONSCROLL	169
1159362042745	1	INSTRUCTIONSCROLL	172
1159362042762	1	INSTRUCTIONSCROLL	175
1159362042779	1	INSTRUCTIONSCROLL	179
1159362042795	1	INSTRUCTIONSCROLL	182
1159362042812	1	INSTRUCTIONSCROLL	185
1159362042829	1	INSTRUCTIONSCROLL	189
1159362042845	1	INSTRUCTIONSCROLL	192
1159362042862	1	INSTRUCTIONSCROLL	195
1159362042879	1	INSTRUCTIONSCROLL	199
1159362042895	1	INSTRUCTIONSCROLL	202
1159362042912	1	INSTRUCTIONSCROLL	205
1159362042929	1	INSTRUCTIONSCROLL	209
1159362042945	1	INSTRUCTIONSCROLL	212
1159362042962	1	INSTRUCTIONSCROLL	215
1159362042979	1	INSTRUCTIONSCROLL	219
1159362042995	1	INSTRUCTIONSCROLL	222
1159362043296	1	INSTRUCTIONSCROLL	223
1159362043313	1	INSTRUCTIONSCROLL	226
1159362043330	1	INSTRUCTIONSCROLL	229
1159362043346	1	INSTRUCTIONSCROLL	232
1159362043363	1	INSTRUCTIONSCROLL	236
1159362043380	1	INSTRUCTIONSCROLL	239
1159362043396	1	INSTRUCTIONSCROLL	242
1159362043413	1	INSTRUCTIONSCROLL	246
1159362043429	1	INSTRUCTIONSCROLL	249
1159362043446	1	INSTRUCTIONSCROLL	252
1159362043463	1	INSTRUCTIONSCROLL	256
1159362043479	1	INSTRUCTIONSCROLL	259
1159362043496	1	INSTRUCTIONSCROLL	262
1159362043513	1	INSTRUCTIONSCROLL	266
1159362043529	1	INSTRUCTIONSCROLL	269
1159362043546	1	INSTRUCTIONSCROLL	272
1159362043563	1	INSTRUCTIONSCROLL	275
1159362043579	1	INSTRUCTIONSCROLL	279
1159362043596	1	INSTRUCTIONSCROLL	282
1159362043613	1	INSTRUCTIONSCROLL	285
1159362043629	1	INSTRUCTIONSCROLL	289
1159362043646	1	INSTRUCTIONSCROLL	295
1159362043662	1	INSTRUCTIONSCROLL	296
1159362043678	1	INSTRUCTIONSCROLL	299
1159362043695	1	INSTRUCTIONSCROLL	302
1159362043712	1	INSTRUCTIONSCROLL	305
1159362043728	1	INSTRUCTIONSCROLL	309
1159362043745	1	INSTRUCTIONSCROLL	312
1159362043762	1	INSTRUCTIONSCROLL	315
1159362043778	1	INSTRUCTIONSCROLL	319
1159362043795	1	INSTRUCTIONSCROLL	322
1159362043812	1	INSTRUCTIONSCROLL	325
1159362043828	1	INSTRUCTIONSCROLL	329
1159362043845	1	INSTRUCTIONSCROLL	332
1159362043862	1	INSTRUCTIONSCROLL	335
1159362043878	1	INSTRUCTIONSCROLL	339
1159362043895	1	INSTRUCTIONSCROLL	342
1159362043912	1	INSTRUCTIONSCROLL	345
1159362043928	1	INSTRUCTIONSCROLL	349
1159362043945	1	INSTRUCTIONSCROLL	352
1159362043962	1	INSTRUCTIONSCROLL	355
1159362045329	1	INSTRUCTIONSCROLL	356
1159362045346	1	INSTRUCTIONSCROLL	358
1159362045362	1	INSTRUCTIONSCROLL	361
1159362045379	1	INSTRUCTIONSCROLL	364
1159362045395	1	INSTRUCTIONSCROLL	368
1159362045412	1	INSTRUCTIONSCROLL	373
1159362045429	1	INSTRUCTIONSCROLL	374
1159362045446	1	INSTRUCTIONSCROLL	378
1159362045462	1	INSTRUCTIONSCROLL	381
1159362045479	1	INSTRUCTIONSCROLL	384
1159362045495	1	INSTRUCTIONSCROLL	388
1159362045512	1	INSTRUCTIONSCROLL	391
1159362045529	1	INSTRUCTIONSCROLL	394
1159362045545	1	INSTRUCTIONSCROLL	398
1159362045562	1	INSTRUCTIONSCROLL	401
1159362045579	1	INSTRUCTIONSCROLL	404
1159362045595	1	INSTRUCTIONSCROLL	408
1159362045612	1	INSTRUCTIONSCROLL	411
1159362045629	1	INSTRUCTIONSCROLL	414
1159362045645	1	INSTRUCTIONSCROLL	418
1159362045661	1	INSTRUCTIONSCROLL	421
1159362045678	1	INSTRUCTIONSCROLL	424
1159362045694	1	INSTRUCTIONSCROLL	427
1159362045711	1	INSTRUCTIONSCROLL	431
1159362045728	1	INSTRUCTIONSCROLL	434
1159362045744	1	INSTRUCTIONSCROLL	437
1159362045761	1	INSTRUCTIONSCROLL	441
1159362045778	1	INSTRUCTIONSCROLL	444
1159362045794	1	INSTRUCTIONSCROLL	447
1159362045811	1	INSTRUCTIONSCROLL	451
1159362045828	1	INSTRUCTIONSCROLL	454
1159362045844	1	INSTRUCTIONSCROLL	458
1159362045861	1	INSTRUCTIONSCROLL	461
1159362045878	1	INSTRUCTIONSCROLL	464
1159362045894	1	INSTRUCTIONSCROLL	468
1159362045911	1	INSTRUCTIONSCROLL	471
1159362045928	1	INSTRUCTIONSCROLL	474
1159362045944	1	INSTRUCTIONSCROLL	477
