1159361317376	0	B	Logging Begins
1159361317376	0	INSTRUCTIONSTART	JointRoller	/Library/Frameworks/Python.framework/Versions/2.4/lib/python2.4/site-packages/pyepl/resources/vera.ttf	51	(0, 0, 0)	"This study will analyze your memory for face items. A star (*) will be\nshown to warn you that the trial is about to begin.  After the study\nitem you see a probe, and you are asked to indicate whether the probe\nis identical to the study item. If you think the probe is identical,\npress the '/' key to indicate YES, otherwise press the '.' key to\nindicate NO.\n\nRESPOND AS QUICKLY AS YOU CAN WITHOUT COMPROMISING YOUR ACCURACY.\n\nPlease try not to move. You can move and blink between trials, when it\nis indicated on the screen. You will do two blocks, each consisting of\n32 trials.\n\nLet's proceed!\n\n"
1159361317422	1	INSTRUCTIONSCROLL	0
1159361385077	1	INSTRUCTIONSCROLL	2
1159361385081	1	INSTRUCTIONSCROLL	3
1159361385098	1	INSTRUCTIONSCROLL	4
1159361385114	1	INSTRUCTIONSCROLL	7
1159361385131	1	INSTRUCTIONSCROLL	10
1159361385148	1	INSTRUCTIONSCROLL	14
1159361385164	1	INSTRUCTIONSCROLL	17
1159361385181	1	INSTRUCTIONSCROLL	20
1159361385198	1	INSTRUCTIONSCROLL	24
1159361385431	1	INSTRUCTIONSCROLL	25
1159361385448	1	INSTRUCTIONSCROLL	26
1159361385464	1	INSTRUCTIONSCROLL	29
1159361385481	1	INSTRUCTIONSCROLL	33
1159361385498	1	INSTRUCTIONSCROLL	36
1159361385514	1	INSTRUCTIONSCROLL	39
1159361385531	1	INSTRUCTIONSCROLL	43
1159361385548	1	INSTRUCTIONSCROLL	46
1159361385564	1	INSTRUCTIONSCROLL	49
1159361385581	1	INSTRUCTIONSCROLL	53
1159361385598	1	INSTRUCTIONSCROLL	56
1159361385614	1	INSTRUCTIONSCROLL	59
1159361385631	1	INSTRUCTIONSCROLL	63
1159361385648	1	INSTRUCTIONSCROLL	66
1159361385664	1	INSTRUCTIONSCROLL	69
1159361385681	1	INSTRUCTIONSCROLL	73
1159361385698	1	INSTRUCTIONSCROLL	76
1159361385714	1	INSTRUCTIONSCROLL	79
1159361385731	1	INSTRUCTIONSCROLL	83
1159361385748	1	INSTRUCTIONSCROLL	86
1159361385764	1	INSTRUCTIONSCROLL	89
1159361385781	1	INSTRUCTIONSCROLL	93
1159361385797	1	INSTRUCTIONSCROLL	96
1159361385814	1	INSTRUCTIONSCROLL	99
1159361385831	1	INSTRUCTIONSCROLL	103
1159361385847	1	INSTRUCTIONSCROLL	106
1159361385864	1	INSTRUCTIONSCROLL	109
1159361385881	1	INSTRUCTIONSCROLL	112
1159361385897	1	INSTRUCTIONSCROLL	116
1159361385914	1	INSTRUCTIONSCROLL	119
1159361385931	1	INSTRUCTIONSCROLL	123
1159361385947	1	INSTRUCTIONSCROLL	126
1159361385963	1	INSTRUCTIONSCROLL	129
1159361385980	1	INSTRUCTIONSCROLL	132
1159361385996	1	INSTRUCTIONSCROLL	136
1159361386014	1	INSTRUCTIONSCROLL	139
1159361386031	1	INSTRUCTIONSCROLL	143
1159361386047	1	INSTRUCTIONSCROLL	148
1159361386064	1	INSTRUCTIONSCROLL	149
1159361386081	1	INSTRUCTIONSCROLL	152
1159361386097	1	INSTRUCTIONSCROLL	156
1159361386114	1	INSTRUCTIONSCROLL	159
1159361386131	1	INSTRUCTIONSCROLL	163
1159361386147	1	INSTRUCTIONSCROLL	166
1159361386164	1	INSTRUCTIONSCROLL	169
1159361386181	1	INSTRUCTIONSCROLL	173
1159361386197	1	INSTRUCTIONSCROLL	176
1159361386214	1	INSTRUCTIONSCROLL	179
1159361386231	1	INSTRUCTIONSCROLL	182
1159361386247	1	INSTRUCTIONSCROLL	186
1159361386264	1	INSTRUCTIONSCROLL	189
1159361386281	1	INSTRUCTIONSCROLL	193
1159361386297	1	INSTRUCTIONSCROLL	196
1159361386314	1	INSTRUCTIONSCROLL	199
1159361386331	1	INSTRUCTIONSCROLL	203
1159361386347	1	INSTRUCTIONSCROLL	206
1159361386364	1	INSTRUCTIONSCROLL	209
1159361386381	1	INSTRUCTIONSCROLL	212
1159361386397	1	INSTRUCTIONSCROLL	216
1159361386414	1	INSTRUCTIONSCROLL	219
1159361386431	1	INSTRUCTIONSCROLL	223
1159361386447	1	INSTRUCTIONSCROLL	226
1159361386464	1	INSTRUCTIONSCROLL	229
1159361386481	1	INSTRUCTIONSCROLL	233
1159361386497	1	INSTRUCTIONSCROLL	236
1159361386514	1	INSTRUCTIONSCROLL	239
1159361386531	1	INSTRUCTIONSCROLL	243
1159361386547	1	INSTRUCTIONSCROLL	246
1159361386564	1	INSTRUCTIONSCROLL	247
1159361399260	1	INSTRUCTIONSTOP	Button set (OR)
1159361399269	0	E	Logging Ends
