1170702780626	0	B	Logging Begins
1170702780626	0	INSTRUCTIONSTART	JointRoller	/Library/Frameworks/Python.framework/Versions/2.4/lib/python2.4/site-packages/pyepl/resources/vera.ttf	51	(0, 0, 0)	'This study will analyze your memory for face items. A star (*) will be\nshown to warn you that the trial is about to begin.  After the study\nitem you see a probe, and you are asked to indicate whether the probe\nis identical to the study item. \n\nYou will respond on the keyboard, with a confidence judgment between 1\nand 6.  A judgment of 6 indicates that you are near certain that the\nprobe is identical to the study item, a judgment of 5 indicates moderate \nconfidence, and a judgment of 4 indicates that you think that the probe\nis identical, but are quite unsure.  A judgment of 1 indicates that you\nare near certain that the probe is NOT identical to the study item, a \njudgment of 2 indicates moderate confidence, and a judgment of 3 indicates\nthat you think that the probe is NOT identical, but are quite unsure.\n\nSo, judgments of 4, 5, and 6 all indicate "YES"; 1, 2, and 3 all indicate\n"NO".\n\nYou should rest your fingers on the bottom row of the keyboard.  "Z", "X", \nand "C" will correspond to confidence judgments of 1, 2, and 3, \nrespectively.  "," "." and "/" will correspond to judgments of 4, 5, and \n6, respectively.\n\nRESPOND AS QUICKLY AS YOU CAN WITHOUT COMPROMISING YOUR ACCURACY.\n\nYou will do two blocks, each consisting of 32 trials.\n\nLet\'s proceed!\n\n'
1170702780681	1	INSTRUCTIONSCROLL	0
1170702788289	1	INSTRUCTIONSCROLL	1
1170702788305	1	INSTRUCTIONSCROLL	3
1170702788322	1	INSTRUCTIONSCROLL	6
1170702788339	1	INSTRUCTIONSCROLL	10
1170702788355	1	INSTRUCTIONSCROLL	13
1170702788771	1	INSTRUCTIONSCROLL	14
1170702788788	1	INSTRUCTIONSCROLL	16
1170702788804	1	INSTRUCTIONSCROLL	20
1170702788821	1	INSTRUCTIONSCROLL	23
1170702788838	1	INSTRUCTIONSCROLL	26
1170702788854	1	INSTRUCTIONSCROLL	30
1170702788871	1	INSTRUCTIONSCROLL	33
1170702788888	1	INSTRUCTIONSCROLL	37
1170702788904	1	INSTRUCTIONSCROLL	40
1170702788921	1	INSTRUCTIONSCROLL	43
1170702788938	1	INSTRUCTIONSCROLL	47
1170702788954	1	INSTRUCTIONSCROLL	50
1170702788971	1	INSTRUCTIONSCROLL	53
1170702788987	1	INSTRUCTIONSCROLL	57
1170702789005	1	INSTRUCTIONSCROLL	60
1170702789022	1	INSTRUCTIONSCROLL	63
1170702789038	1	INSTRUCTIONSCROLL	67
1170702789055	1	INSTRUCTIONSCROLL	70
1170702789072	1	INSTRUCTIONSCROLL	74
1170702789088	1	INSTRUCTIONSCROLL	77
1170702789105	1	INSTRUCTIONSCROLL	80
1170702789122	1	INSTRUCTIONSCROLL	83
