1170864819211	0	B	Logging Begins
1170864819211	0	INSTRUCTIONSTART	JointRoller	/Library/Frameworks/Python.framework/Versions/2.4/lib/python2.4/site-packages/pyepl/resources/vera.ttf	64	(0, 0, 0)	'In the following experiment, your memory for associating names with faces will be tested.  The task is difficult and requires concentration, so if you need a break at any time let the experimenter know.\n\nSixteen faces will be presented on the screen, consecutively, accompanied by their names.  A woman\'s voice will also speak the name when the face appears on the screen.  After five seconds, the face will disappear from the screen, a star (*) will flash on the screen for one second, and then the next face and name will appear.\n\nAfter you have seen all sixteen faces and names, you will be prompted to press any key in order to move on to a testing period.  During each trial of the testing period, you will see a face with name underneath it.  You will have to decide whether or not the name is paired with the appropriate face.  \n\nYou will respond on the keyboard, with a confidence judgment between 1 and 6.  A judgment of 1 indicates that you are near certain that the name given is incorrectly paired with the face, a judgment of 2 indicates moderate confidence, and a judgment of 3 indicates that you think the name is incorrectly paired with the face, but are quite unsure.  A judgment of 6 indicates that you are near certain that the name given is correctly paired with the face, a judgment of 5 indicates moderate confidence, and a judgment of 4 indicates that you think the name is correctly paired with the face, but are quite unsure.\n\nYou should rest your fingers on the bottom row of the keyboard.  "Z", "X", and  "C" will correspond to confidence judgments of 1, 2, and 3, respectively.  ",", ".", and "/" will correspond to confidence judgments of 4, 5, and 6, respectively.\n\nAfter five seconds the name and face will disappear from the screen, a star will flash on the screen for one second, and then the next name and face pair will appear on the screen.  You will see sixteen name-face pairs per test period.  You should try to reply as quickly and accurately as you can.\n\nThere will be ten study periods and ten test periods, alternating.  Each face will have the same name over the entire course of the experiment, so your task is to try and learn the faces\' names as quickly and accurately as possible.\n\nDo you have any questions?\n\nPress <ENTER> to continue.\n'
1170864819291	1	INSTRUCTIONSCROLL	0
1170864833367	1	INSTRUCTIONSCROLL	1
1170864833383	1	INSTRUCTIONSCROLL	3
1170864833400	1	INSTRUCTIONSCROLL	6
1170864833417	1	INSTRUCTIONSCROLL	9
1170864833433	1	INSTRUCTIONSCROLL	13
1170864833450	1	INSTRUCTIONSCROLL	16
1170864833467	1	INSTRUCTIONSCROLL	19
1170864833583	1	INSTRUCTIONSCROLL	20
1170864833600	1	INSTRUCTIONSCROLL	21
1170864833617	1	INSTRUCTIONSCROLL	24
1170864833633	1	INSTRUCTIONSCROLL	27
1170864833750	1	INSTRUCTIONSCROLL	28
1170864833766	1	INSTRUCTIONSCROLL	30
1170864833783	1	INSTRUCTIONSCROLL	33
1170864834066	1	INSTRUCTIONSCROLL	34
1170864834083	1	INSTRUCTIONSCROLL	36
1170864834100	1	INSTRUCTIONSCROLL	39
1170864834216	1	INSTRUCTIONSCROLL	40
1170864834233	1	INSTRUCTIONSCROLL	41
1170864834250	1	INSTRUCTIONSCROLL	44
1170864834266	1	INSTRUCTIONSCROLL	47
1170864834283	1	INSTRUCTIONSCROLL	51
1170864834300	1	INSTRUCTIONSCROLL	54
1170864834316	1	INSTRUCTIONSCROLL	57
1170864834333	1	INSTRUCTIONSCROLL	61
1170864834350	1	INSTRUCTIONSCROLL	64
1170864834366	1	INSTRUCTIONSCROLL	67
1170864834383	1	INSTRUCTIONSCROLL	71
1170864834400	1	INSTRUCTIONSCROLL	74
1170864834416	1	INSTRUCTIONSCROLL	77
1170864834433	1	INSTRUCTIONSCROLL	81
1170864834450	1	INSTRUCTIONSCROLL	84
1170864834466	1	INSTRUCTIONSCROLL	87
1170864834483	1	INSTRUCTIONSCROLL	91
1170864834500	1	INSTRUCTIONSCROLL	94
1170864834516	1	INSTRUCTIONSCROLL	97
1170864834533	1	INSTRUCTIONSCROLL	101
1170864834550	1	INSTRUCTIONSCROLL	104
1170864834566	1	INSTRUCTIONSCROLL	107
1170864834583	1	INSTRUCTIONSCROLL	111
1170864834600	1	INSTRUCTIONSCROLL	114
1170864834616	1	INSTRUCTIONSCROLL	117
1170864834633	1	INSTRUCTIONSCROLL	121
1170864834650	1	INSTRUCTIONSCROLL	124
1170864834666	1	INSTRUCTIONSCROLL	128
1170864834683	1	INSTRUCTIONSCROLL	131
1170864834700	1	INSTRUCTIONSCROLL	134
1170864834716	1	INSTRUCTIONSCROLL	137
1170864834733	1	INSTRUCTIONSCROLL	141
1170864834749	1	INSTRUCTIONSCROLL	144
1170864834766	1	INSTRUCTIONSCROLL	147
1170864834783	1	INSTRUCTIONSCROLL	151
1170864834799	1	INSTRUCTIONSCROLL	154
1170864834816	1	INSTRUCTIONSCROLL	157
1170864834833	1	INSTRUCTIONSCROLL	161
1170864834850	1	INSTRUCTIONSCROLL	164
1170864834866	1	INSTRUCTIONSCROLL	167
1170864834883	1	INSTRUCTIONSCROLL	171
1170864834899	1	INSTRUCTIONSCROLL	174
1170864834916	1	INSTRUCTIONSCROLL	177
1170864834933	1	INSTRUCTIONSCROLL	181
1170864834949	1	INSTRUCTIONSCROLL	184
1170864834966	1	INSTRUCTIONSCROLL	187
1170864834982	1	INSTRUCTIONSCROLL	191
1170864834998	1	INSTRUCTIONSCROLL	194
1170864835016	1	INSTRUCTIONSCROLL	197
1170864835033	1	INSTRUCTIONSCROLL	201
1170864835049	1	INSTRUCTIONSCROLL	204
1170864835066	1	INSTRUCTIONSCROLL	207
1170864835083	1	INSTRUCTIONSCROLL	211
1170864835099	1	INSTRUCTIONSCROLL	214
1170864835116	1	INSTRUCTIONSCROLL	217
1170864835133	1	INSTRUCTIONSCROLL	221
1170864835149	1	INSTRUCTIONSCROLL	224
1170864835166	1	INSTRUCTIONSCROLL	227
1170864835183	1	INSTRUCTIONSCROLL	231
1170864835199	1	INSTRUCTIONSCROLL	234
1170864835216	1	INSTRUCTIONSCROLL	237
1170864835233	1	INSTRUCTIONSCROLL	241
1170864835249	1	INSTRUCTIONSCROLL	244
